GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESA001
"G1100010000310107","1990","DC","99","9999","9999","9999","99","9","107","1","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 107","S","+38915800","-077072274",,93
"G1100010000310108","1990","DC","99","9999","9999","9999","99","9","108","1","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 108","S","+38915800","-077069924",,53
"G1100010000310201","1990","DC","99","9999","9999","9999","99","9","201","2","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 201","S","+38914750","-077070393",,70
"G1100010000310202","1990","DC","99","9999","9999","9999","99","9","202","2","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 202","S","+38914800","-077072174",,43
"G1100010000310203","1990","DC","99","9999","9999","9999","99","9","203","2","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 203","S","+38913850","-077072099",,39
"G1100010000310204","1990","DC","99","9999","9999","9999","99","9","204","2","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 204","S","+38913850","-077070327",,40
"G1100010000310206","1990","DC","99","9999","9999","9999","99","9","206","2","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 206","S","+38912850","-077072074",,0
"G1100010000310301","1990","DC","99","9999","9999","9999","99","9","301","3","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000347","0000000000","Block 301","S","+38915891","-077076875",,459
"G1100010000310303","1990","DC","99","9999","9999","9999","99","9","303","3","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 303","S","+38913850","-077073649",,40
"G1100010000310304","1990","DC","99","9999","9999","9999","99","9","304","3","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 304","S","+38914800","-077073724",,40
"G1100010000310305","1990","DC","99","9999","9999","9999","99","9","305","3","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 305","S","+38914750","-077075093",,38
"G1100010000310306","1990","DC","99","9999","9999","9999","99","9","306","3","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 306","S","+38912850","-077073599",,36
"G1100010000310401","1990","DC","99","9999","9999","9999","99","9","401","4","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 401","S","+38921933","-077074112",,53
"G1100010000310402","1990","DC","99","9999","9999","9999","99","9","402","4","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 402","S","+38921900","-077076063",,75
"G1100010000310403","1990","DC","99","9999","9999","9999","99","9","403","4","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 403","S","+38921450","-077077825",,64
"G1100010000310404","1990","DC","99","9999","9999","9999","99","9","404","4","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 404","S","+38920833","-077076649",,43
"G1100010000310405","1990","DC","99","9999","9999","9999","99","9","405","4","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 405","S","+38920950","-077075709",,34
"G1100010000310406","1990","DC","99","9999","9999","9999","99","9","406","4","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 406","S","+38921000","-077074817",,41
"G1100010000310407","1990","DC","99","9999","9999","9999","99","9","407","4","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 407","S","+38919500","-077073910",,73
"G1100010000310408","1990","DC","99","9999","9999","9999","99","9","408","4","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 408","S","+38919750","-077075016",,51
"G1100010000310409","1990","DC","99","9999","9999","9999","99","9","409","4","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000003","0000000000","Block 409","S","+38918750","-077074499",,1
"G1100010000310410","1990","DC","99","9999","9999","9999","99","9","410","4","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 410","S","+38919250","-077075724",,52
"G1100010000310411","1990","DC","99","9999","9999","9999","99","9","411","4","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 411","S","+38919750","-077076849",,52
"G1100010000310412","1990","DC","99","9999","9999","9999","99","9","412","4","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 412","S","+38919800","-077077849",,53
"G1100010000310508","1990","DC","99","9999","9999","9999","99","9","508","5","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000035","0000000000","Block 508","S","+38920150","-077081174",,419
"G1100010000310509","1990","DC","99","9999","9999","9999","99","9","509","5","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 509","S","+38921200","-077080724",,116
"G1100010000310510","1990","DC","99","9999","9999","9999","99","9","510","5","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 510","S","+38922033","-077080669",,35
"G1100010000310511","1990","DC","99","9999","9999","9999","99","9","511","5","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 511","S","+38921450","-077079760",,145
"G1100010000310512","1990","DC","99","9999","9999","9999","99","9","512","5","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 512","S","+38921500","-077078798",,75
"G1100010000310513","1990","DC","99","9999","9999","9999","99","9","513","5","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 513","S","+38919800","-077078824",,66
"G1100010000310514","1990","DC","99","9999","9999","9999","99","9","514","5","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 514","S","+38919800","-077079699",,88
"G11000100004101","1990","DC","99","9999","9999","9999","99","9","101","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000253","0000000000","Block 101","S","+38929450","-077070097",,2
"G11000100004102","1990","DC","99","9999","9999","9999","99","9","102","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 102","S","+38926650","-077067349",,16
"G11000100004103","1990","DC","99","9999","9999","9999","99","9","103","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 103","S","+38926650","-077073049",,13
"G11000100004104","1990","DC","99","9999","9999","9999","99","9","104","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 104","S","+38925050","-077068429",,5
"G11000100004105","1990","DC","99","9999","9999","9999","99","9","105","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 105","S","+38926650","-077068524",,16
"G11000100004106","1990","DC","99","9999","9999","9999","99","9","106","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 106","S","+38926650","-077070149",,12
"G11000100004108","1990","DC","99","9999","9999","9999","99","9","108","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 108","S","+38924700","-077069499",,8
"G11000100004109","1990","DC","99","9999","9999","9999","99","9","109","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 109","S","+38925200","-077070699",,15
"G11000100004110","1990","DC","99","9999","9999","9999","99","9","110","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 110","S","+38926433","-077071849",,10
"G11000100004111","1990","DC","99","9999","9999","9999","99","9","111","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 111","S","+38925050","-077067273",,16
"G11000100004112","1990","DC","99","9999","9999","9999","99","9","112","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 112","S","+38925200","-077071849",,17
"G11000100004115","1990","DC","99","9999","9999","9999","99","9","115","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 115","S","+38925200","-077072999",,16
"G11000100004116","1990","DC","99","9999","9999","9999","99","9","116","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 116","S","+38923900","-077072974",,11
"G11000100004117","1990","DC","99","9999","9999","9999","99","9","117","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 117","S","+38923900","-077071824",,12
"G11000100004118","1990","DC","99","9999","9999","9999","99","9","118","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 118","S","+38924133","-077069670",,23
"G11000100004120","1990","DC","99","9999","9999","9999","99","9","120","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 120","S","+38923217","-077070540",,7
"G11000100004121","1990","DC","99","9999","9999","9999","99","9","121","1","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000022","0000000000","Block 121","S","+38922950","-077072323",,14
"G11000100004201","1990","DC","99","9999","9999","9999","99","9","201","2","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 201","S","+38927133","-077064324",,7
"G11000100004202","1990","DC","99","9999","9999","9999","99","9","202","2","0004","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000044","0000000000","Block 202","S","+38920681","-077056819",,7
