X,Y,OBJECTID,PID,SSL,PMPROPERTYID,PROPERTYNAME,PMPARENTPROPERTYID,PARENTPROPERTYNAME,REPORTSTATUS,ADDRESSOFRECORD,OWNEROFRECORD,WARD,REPORTEDADDRESS,CITY,STATE,POSTALCODE,YEARBUILT,PRIMARYPROPERTYTYPE_SELFSELECT,PRIMARYPROPERTYTYPE_EPACALC,TAXRECORDFLOORAREA,REPORTEDBUILDINGGROSSFLOORAREA,ENERGYSTARSCORE,SITEEUI_KBTU_FT,WEATHERNORMALZEDSITEEUI_KBTUFT,SOURCEEUI_KBTU_FT,WEATHERNORMALZEDSOUREUI_KBTUFT,TOTGHGEMISSIONS_METRICTONSCO2E,TOTGHGEMISSINTENSITY_KGCO2EFT,WATERSCORE_MFPROPERTIES,WATERUSE_ALLWATERSOURCES_KGAL,NATURALGASUSE_THERMS,FUELOILANDDIESELFUELUSEKBTU,METEREDAREAS_ENERGY,METEREDAREAS_WATER,DISTRCHILLEDWATER_KBTU,DISTRHOTWATER_KBTU,DISTRSTEAM_KBTU,ELECTRICITYUSE_RENEWABLE_KWH,ELECTRICITYUSE_GRID_KWH,NATURALGAS_KBTU_JANUARY,NATURALGAS_KBTU_FEBRUARY,NATURALGAS_KBTU_MARCH,NATURALGAS_KBTU_APRIL,NATURALGAS_KBTU_MAY,NATURALGAS_KBTU_JUNE,NATURALGAS_KBTU_JULY,NATURALGAS_KBTU_AUGUST,NATURALGAS_KBTU_SEPTEMBER,NATURALGAS_KBTU_OCTOBER,NATURALGAS_KBTU_NOVEMBER,NATURALGAS_KBTU_DECEMBER,ELECTRICITYUSE_KBTU_JANUARY,ELECTRICITYUSE_KBTU_FEBRUARY,ELECTRICITYUSE_KBTU_MARCH,ELECTRICITYUSE_KBTU_APRIL,ELECTRICITYUSE_KBTU_MAY,ELECTRICITYUSE_KBTU_JUNE,ELECTRICITYUSE_KBTU_JULY,ELECTRICITYUSE_KBTU_AUGUST,ELECTRICITYUSE_KBTU_SEPTEMBER,ELECTRICITYUSE_KBTU_OCTOBER,ELECTRICITYUSE_KBTU_NOVEMBER,ELECTRICITYUSE_KBTU_DECEMBER,LATITUDE,LONGITUDE,ADDRESSID,XCOORD,YCOORD,GIS_LAST_MOD_DTTM,LASTUPDATE,UBID,REPORTINGYEAR,ENFORCEMENT_ACTION,VERIFIER_NAME,VERIFIER_ORGANIZATION
-8569360.6618,4705842.7378,5448249,PM3866685,1096 0075,3866685,Bell Capitol Hill (bl294),,,In Compliance,1717 EAST CAPITOL STREET SE,BELL FUND VI CAPITOL HILL LLC,7,1717 E Capitol Street SE,WASHINGTON,DC,20003,2013,Multifamily Housing,Multifamily Housing,135000,135000,86,39.1,40.1,98.2,100.3,433.04,3.21,70,4256.9,8747.5,0,Whole Property,,0,0,0,0,1290976.9,146873.6,144517.1,131346.8,70405.3,21614.2,5370.1,6849.9,8935.1,19444.5,21665.5,118785.6,178943.9,452977,381449.5,347831.5,314088,337793.7,370763.4,415375.5,377590.5,322126.5,315740.6,335740.8,433336.3,38.88940135,-76.9798743,57260,401746.040365804,135728.959956661,2025/10/27 22:01:24+00,2025/08/05 00:00:00+00,,2024,,"Robert Holdsworth, MBB, CEM, CAP, CEA, CLMC, CLEP, LEED AP",Evolution Sustainability Group
-8576490.0205,4707936.4825,5448250,PM3867812,0117 0080,3867812,0117-0080 (1901 L St),,,Data Under Review by DOEE,1901 L ST NW,1901 L STREET LLC,2,"1901 L Street,NW",WASHINGTON,DC,20036,1978,Office,Office,128672,141514,76,61.8,60.4,194,189.7,1170.5,8.3,,2749,0,0,Whole Building,,0,0,0,0,2562640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9040395551,-77.0439183981,241075,396190.564301046,137354.640999361,2025/10/27 22:01:24+00,2022/02/04 00:00:00+00,,2014,,,
-8576490.1914,4707937.6468,5448251,PM3867812,0117 0080,3867812,0117-0080 (1901 L St),,,Data Under Review by DOEE,1901 L ST NW,1901 L STREET LLC,2,"1901 L Street,NW",Washington,DC,20036,1978,Office,Office,128672,141514,78,61.8,61.2,194,192.1,1170.3,8.3,,3193.2,0,0,Whole Building,,0,0,0,0,2562150.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9040476941,-77.0439199325,241075,396190.431636625,137355.544557424,2025/10/27 22:01:24+00,2022/02/04 00:00:00+00,,2015,,,
-8571270.5355,4705441.0764,5448252,PM3876576,0872 0800,3876576,! William H. Rumsey Aquatic Center,,,Data Under Review by DOEE,0220 7TH ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,635 North Carolina Avenue SE,WASHINGTON,DC,20003,,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,0,20584,,302.2,327.1,492.8,514.2,429.9,0,,0,41567.07847,0,Whole Building,,0,0,0,0,604875.0293083236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8865928313,-76.997030982,295159,400257.592503018,135417.004255779,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2012,,,
-8571270.5355,4705441.0764,5448253,PM3876576,0872 0800,3876576,! William H. Rumsey Aquatic Center,,,Data Under Review by DOEE,0220 7TH ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,635 North Carolina Avenue SE,WASHINGTON,DC,20003,,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,0,20584,,400.7,404,613.5,617,547.4,26.6,,0,59800.99717,0,Whole Building,,0,0,0,0,664599.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8865928313,-76.997030982,295159,400257.592503018,135417.004255779,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2013,,,
-8571270.5355,4705441.0764,5448254,PM3876576,0872 0800,3876576,! William H. Rumsey Aquatic Center,,,Data Under Review by DOEE,0220 7TH ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,635 North Carolina Avenue SE,WASHINGTON,DC,20003,,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,0,20584,,353.5,353.5,561.1,561.1,494.2,24,,0,50420.00288,0,Whole Building,,0,0,0,0,654850.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8865928313,-76.997030982,295159,400257.592503018,135417.004255779,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2014,,,
-8571270.5355,4705441.0764,5448255,PM3876576,0872 0800,3876576,William H. Rumsey Aquatic Center,,,Data Under Review by DOEE,0220 7TH ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,635 North Carolina Ave SE,WASHINGTON,DC,20003,,Other - Recreation,Other - Recreation,0,20584,,320.9,334.6,524.3,538.7,457.5,22.2,,0,47605.9993,0,Whole Building,,0,0,0,0,540800.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8865928313,-76.997030982,295159,400257.592503018,135417.004255779,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2015,,,
-8571270.5355,4705441.0764,5448256,PM3876576,0872 0800,3876576,William H. Rumsey Aquatic Center,,,Data Under Review by DOEE,0220 7TH ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,635 North Carolina Ave SE,WASHINGTON,DC,20003,,Other - Recreation,Other - Recreation,0,20584,,355.3,368.1,582.4,592.4,507.6,24.7,,0,52517.99754,0,Whole Building,,0,0,0,0,604179.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8865928313,-76.997030982,295159,400257.592503018,135417.004255779,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2016,,,
-8571270.5355,4705441.0764,5448257,PM3876576,0872 0800,3876576,William H. Rumsey Aquatic Center,,,Data Under Review by DOEE,0220 7TH ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,635 North Carolina Ave SE,WASHINGTON,DC,20003,,Other - Recreation,Other - Recreation,0,20584,,298.3,318.1,508.9,526.8,437.6,21.3,,0,42136.43074,0,Whole Building,,0,0,0,0,564828.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8865928313,-76.997030982,295159,400257.592503018,135417.004255779,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2017,,,
-8571270.5355,4705441.0764,5448258,PM3876576,0872 0800,3876576,William H. Rumsey Aquatic Center,,,In Compliance,0220 7TH ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,635 North Carolina Avenue SE,WASHINGTON,DC,20003,,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,0,20584,,349.1,354.5,560,564,478.6,23.2,,0,49096.34833,0,Whole Property,,0,0,0,0,666882.9,750900,597934.1,642409.9,380591.1,136000,145600,154600,147400,156700,334499.9,698799.9,764199.9,167537.8,155846.7,167352.7,163020.3,168911.7,192456.6,240403.1,239459.3,209869.3,206522,174681.5,189343.5,38.8865928313,-76.997030982,295159,400257.592503018,135417.004255779,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2018,,,
-8571287.2374,4698457.6695,5448259,PM3876577,PAR 02360114,3876577,! Southeast Tennis and Learning Center,,,Data Under Review by DOEE,0601 MISSISSIPPI AV SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,701 Mississippi Avenue SE,WASHINGTON,DC,20032,2001,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,192777,0,,0,0,0,0,520.8,0,,0,61026.3490825,0,Whole Building,,0,0,0,0,568908.4407971865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8377453131,-76.99718102,295830,400244.742623056,129994.573153803,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2012,,,
-8571287.2374,4698457.6695,5448260,PM3876577,PAR 02360114,3876577,! Southeast Tennis and Learning Center,,,Data Under Review by DOEE,0601 MISSISSIPPI AV SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,701 Mississippi Avenue SE,WASHINGTON,DC,20032,2001,Fitness Center/Health Club/Gym,,192777,0,,0,0,0,0,590.2,0,,0,75894.002347,0,Whole Building,,0,0,0,0,541160.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8377453131,-76.99718102,295830,400244.742623056,129994.573153803,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2013,,,
-8571287.2374,4698457.6695,5448261,PM3876577,PAR 02360114,3876577,Southeast Tennis and Learning Center,,,Data Under Review by DOEE,0601 MISSISSIPPI AV SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,701 Mississippi Ave SE,WASHINGTON,DC,20032,,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,192777,39541,,130.1,133,266.7,269.7,415.6,10.5,,0,26836.002744,0,Whole Building,,0,0,0,0,721338.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8377453131,-76.99718102,295830,400244.742623056,129994.573153803,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2015,,,
-8566221.9668,4708225.168,5448262,PM3829893,5057 0039,3829893,Paradise at Parkside,,,In Compliance,3501 JAY ST NE,JAY STREET ASSOCIATES,7,3712-3722 Hayes Street NE,WASHINGTON,DC,20019,1965,Multifamily Housing,Multifamily Housing,586115,556453,60,62.6,68.8,102,109,2274.2,4.1,56,26677.5,232887.5,0,Whole Property,,0,0,0,0,3382704.6,3854254.3,3337612.3,3065135.3,1775727.9,1408753.4,1072491.9,844735.8,960394.8,875695.4,1335362.7,2250720,2507869.5,950852.5,756561.4,782658.9,737593.2,809476.3,1110735,1414214.1,1421604.5,986655.3,717231.5,822733.2,1031473.5,38.90605763,-76.95167893,287999,404191.200222725,137578.856588949,2025/10/27 22:01:24+00,2025/10/06 00:00:00+00,,2023,,Mohamed Abaza,Allen and Shariff
-8566221.9668,4708225.168,5448263,PM3829893,5057 0039,3829893,Paradise at Parkside,,,In Compliance,3598 HAYES STREET NE,JAY STREET ASSOCIATES,7,"3712-3722 Hayes Street, NE",WASHINGTON,DC,20019,1965,Multifamily Housing,Multifamily Housing,586115,556453,88,47.9,49.2,83.6,85,1697.7,3.05,73,21346.3,160724.4,0,Whole Property,,0,0,0,0,3105673.3,2824425.8,2045242.3,1648749.9,1185059.1,1037421,727426.8,776905.1,795975,751473.7,1081747.2,1319380.7,1878637.6,1190303,975933.2,846915.7,643092.9,670464.9,888713.7,1029884.2,850829.4,673437.9,635677,864907.8,1326397.6,38.90605763,-76.95167893,287999,404191.200222725,137578.856588949,2025/10/27 22:01:24+00,2025/10/06 00:00:00+00,,2024,,Mohamed Abaza,Allen and Shariff
-8575903.2666,4707461.18,5448264,PM3830240,0165 0017,3830240,816 Connecticut Avenue,,,In Compliance,816 CONNECTICUT AVENUE NW,816 CONNECTICUT AVENUE LP,2,"816 Connecticut Avenue, NW",WASHINGTON,DC,20006,1987,Office,Office,29446,23613,62,32.6,32.9,91.4,92.1,69.2,2.9,,124,2.1,0,Whole Property,,0,0,0,0,225790.7,0,25.6,77,0,0,0,0,42.2,60.4,0,0,0,79887.9,70749.4,61172.7,52691.7,57236.9,63480.9,67800.7,66173.6,57579.3,51983.5,59165.9,82475.5,38.90071679,-77.0386475,218769,396647.600274496,136985.580556167,2025/10/27 22:01:24+00,2025/10/26 00:00:00+00,,2022,,Danielle Miska,Cushman & Wakefield
-8575903.2666,4707461.18,5448265,PM3830240,0165 0017,3830240,816 Connecticut Avenue,,,In Compliance,816 CONNECTICUT AVE NW,816 CONNECTICUT AVE HOLDINGS LLC,2,"816 Connecticut Avenue, NW",WASHINGTON,DC,20006,1987,Office,Office,29446,23613,54,35.5,35.5,99.3,99.3,75.3,3.2,,87.4,3.1,0,Whole Property,,0,0,0,0,245379.6,31.8,70.8,0,0,0,0,0,33.1,69.5,37.3,65.3,0,90394.8,71037.9,67869.2,58426.1,63208.5,70664.8,77677.7,72795,64328.9,59170.5,63786.9,77875,38.90071679,-77.0386475,218769,396647.600274496,136985.580556167,2025/10/27 22:01:24+00,2025/10/26 00:00:00+00,,2023,,Danielle Miska,Cushman & Wakefield
-8575903.2666,4707461.18,5448266,PM3830240,0165 0017,3830240,816 Connecticut Avenue,,,In Compliance,816 CONNECTICUT AVENUE NW,816 CONNECTICUT AVE HOLDINGS LLC,2,"816 Connecticut Avenue, NW",WASHINGTON,DC,20006,1987,Office,Office,29446,23613,57,34.5,35.3,96.7,98.9,71.54,3.03,,69.9,3.1,0,Whole Property,,0,0,0,0,238856.9,31.8,70.8,0,0,0,0,0,37.6,65,34.2,68.4,0,80068.3,67699.1,63712.3,59380.2,64785.6,71247.2,76375.3,69031.8,57936.8,53851.3,60458.2,90433.3,38.90071679,-77.0386475,218769,396647.600274496,136985.580556167,2025/10/27 22:01:24+00,2025/10/26 00:00:00+00,,2024,,Danielle Miska,Cushman & Wakefield
-8572796.341,4706710.9778,5448267,PM3830279,0630 0069,3830279,The Liaison Capitol Hill,,,In Compliance,0415 - 0427 NEW JERSEY AV NW,I&G CAPITOL INC,6,415 New Jersey Ave NW,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,180925,32,161.6,162.1,290.8,291.3,2399.7,13.3,,9537.3,187636.6277,0,Whole Building,,0,0,0,0,3071915.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8954719291,-77.0107375211,237162,399068.526800013,136402.704302358,2025/10/27 22:01:24+00,2025/08/21 00:00:00+00,,2013,,,
-8572796.341,4706710.9778,5448268,PM3830279,0630 0069,3830279,The Liaison Capitol Hill,,,In Compliance,0415 - 0427 NEW JERSEY AV NW,I&G CAPITOL INC,6,415 New Jersey Ave NW,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,180925,34,164.4,163.9,286.7,285.8,2377.2,13.1,,16585.7,198602.19104,0,Whole Building,,0,0,0,0,2895121.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8954719291,-77.0107375212,237162,399068.526795007,136402.704302359,2025/10/27 22:01:24+00,2025/08/21 00:00:00+00,,2014,,,
-8572790.6096,4706700.323,5448269,PM3830279,0630 0069,3830279,The Liaison Capitol Hill,,,In Compliance,415 NEW JERSEY AVE NW,I&G CAPITOL INC,6,415 New Jersey Ave NW,Washington,DC,20001,1969,Hotel,Hotel,259770,180925,40,147.2,147.8,272.5,270.7,2238.8,12.4,,14018.6,164317.04619,0,Whole Building,,0,0,0,0,2990770.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8953974357,-77.0106860348,237162,399072.992241269,136394.434427464,2025/10/27 22:01:24+00,2025/08/21 00:00:00+00,,2015,,,
-8572790.6096,4706700.323,5448270,PM3830279,0630 0069,3830279,The Liaison Capitol Hill,,,In Compliance,415 NEW JERSEY AVE NW,I&G CAPITOL INC,6,415 New Jersey Ave NW,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,180925,36,153.4,154.6,281.8,280.8,2117.6,11.7,,13111.2,173087.2098,0,Whole Building,,0,0,0,0,3062315.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8953974357,-77.0106860348,237162,399072.992241269,136394.434427464,2025/10/27 22:01:24+00,2025/08/21 00:00:00+00,,2016,,,
-8572790.3553,4706699.2566,5448271,PM3830279,0630 0069,3830279,Yotel Washington DC-SV,,,In Compliance,415 NEW JERSEY AVE NW,I&G CAPITOL INC,6,415 New Jersey Ave NW,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,259770,72,101.2,102.6,169.3,170.4,1794.4,6.9,,11421.5,169222.8,0,Whole Property,,0,0,0,0,2742497.2,2208515.4,1762941.1,2099355.8,1562984.2,1066979.6,927665.5,767819.7,768164.1,809247.4,1268965.2,1797896.1,1881741,657280.1,640558.5,699778.8,731374.7,842187.9,921936.7,981468.9,992915.8,882027,768461.5,637713.4,601698.2,38.89538998,-77.01068375,237162,399073.190345975,136393.606757258,2025/10/27 22:01:24+00,2025/08/21 00:00:00+00,,2018,,,
-8572790.3553,4706699.2566,5448272,PM3830279,0630 0069,3830279,Yotel Washington DC-SV,,,In Compliance,415 NEW JERSEY AVE NW,BLDG METRO CAPITAL LLC,6,415 New Jersey Ave NW,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,259770,78,92.9,94.4,158.2,158.6,1639.8,6.3,,34160.3,151405.7,0,Whole Property,,0,0,0,0,2637678.6,2132872.3,1155940.2,1810610,1209387.2,958253.8,828438.8,795638.6,783029.3,918167.5,1134873.4,1596960.8,1816401.8,540159.3,546600.9,677038.5,753843,849347.6,883020.1,985372.4,927230.2,875430.1,756593.9,624686.5,580437.9,38.89538998,-77.01068375,237162,399073.190345975,136393.606757258,2025/10/27 22:01:24+00,2025/08/21 00:00:00+00,,2019,,,
-8572790.3553,4706699.2566,5448273,PM3830279,0630 0069,3830279,Yotel Washington DC-SV,,,In Compliance,415 NEW JERSEY AVE NW,BLDG METRO CAPITAL LLC,6,415 New Jersey Ave NW,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,259770,99,53.2,55.1,93.8,95.8,925.5,3.6,,4010.1,81786.2,0,Whole Property,,0,0,0,0,1652105.1,1854586.8,1746833.8,1233421.7,368242.4,5362.1,6230,5357.9,2878.8,121948.7,465147.6,857407,1511207.5,623094.6,612451.2,523421,352572,311153.2,316958.6,401424.9,429547.3,441613.9,531648.4,546514.3,546583.9,38.89538998,-77.01068375,237162,399073.190345975,136393.606757258,2025/10/27 22:01:24+00,2025/08/21 00:00:00+00,,2020,,,
-8572790.3553,4706699.2566,5448274,PM3830279,0630 0069,3830279,Yotel Washington DC-SV,,,In Compliance,415 NEW JERSEY AVE NW,BLDG METRO CAPITAL LLC,6,415 New Jersey Ave NW,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,259770,90,72.1,75.7,130.8,134.7,1295.5,5,,3998.8,105389,0,Whole Property,,0,0,0,0,2399484,1623576.5,1511624.8,1108787.1,529882.4,425338.5,500709.7,547851.2,548141.2,597933.1,787286.4,1161393.4,1196372.6,537253,492936.5,561398,520956.5,608170.4,759181,897642.5,946653.5,843305.2,767488.2,628011.6,624044.1,38.89538998,-77.01068375,237162,399073.190345975,136393.606757258,2025/10/27 22:01:24+00,2025/08/21 00:00:00+00,,2021,,,
-8572790.3553,4706699.2566,5448275,PM3830279,0630 0069,3830279,Yotel Washington DC-SV,,,In Compliance,415 NEW JERSEY AVENUE NW,BLDG METRO CAPITAL LLC,6,415 New Jersey Ave NW,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,259770,84,82.1,82.5,147.6,147.3,1442.4,5.6,,4095.9,122036.4,0,Whole Property,,0,0,0,0,2671873.9,1785391,1421177.7,1232526.8,931585.3,723969.4,631879.2,633902.6,628550.2,663116.2,958518.8,1105214.7,1487810.1,616805.8,588745.5,676282.6,665431.1,774029.2,891541.2,1017335.8,995283.4,832251.1,768867,664758.8,625103.3,38.89538998,-77.01068375,237162,399073.190345975,136393.606757258,2025/10/27 22:01:24+00,2025/08/21 00:00:00+00,,2022,,,
-8572790.3553,4706699.2566,5448276,PM3830279,0630 0069,3830279,Yotel Washington DC-SV,,,In Compliance,415 NEW JERSEY AVE NW,BLDG METRO CAPITAL LLC,6,415 New Jersey Ave NW,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,259770,83,78.8,81.4,144.3,146.3,1422.6,5.5,,4194.8,113142.7,0,Whole Property,,0,0,0,0,2679797.3,1302698.4,1100956.6,1199520.8,776734.1,798084.7,716029.4,698788.8,685186.6,760315.6,905343,1184639.8,1185968.8,626985.5,584644.6,684974.7,702661.3,803273.4,875085,1002596.2,974937.9,860194.1,781052.4,663868.6,583196.1,38.89538998,-77.01068375,237162,399073.190345975,136393.606757258,2025/10/27 22:01:24+00,2025/08/21 00:00:00+00,,2023,,Edward Gillett,"National Property Consulting Group, LLC"
-8572790.3553,4706699.2566,5448277,PM3830279,0630 0069,3830279,Yotel Washington DC-SV,,,In Compliance,415 NEW JERSEY AVENUE NW,BLDG METRO CAPITAL LLC,6,415 New Jersey Ave NW,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,259770,85,78.2,79,143.3,143.7,1393.73,5.37,,4229.4,112154.1,0,Whole Property,,0,0,0,0,2664975,1393043.4,1193085.9,1099420.8,846206.7,734875.2,666783.8,672885.1,621626.7,688320.3,821179,902443.9,1575537,581660.7,607206.5,685564.8,737258.3,796641.4,887312.5,983316.4,909732.3,824684.9,749232.7,662684.9,667599,38.89538998,-77.01068375,237162,399073.190345975,136393.606757258,2025/10/27 22:01:24+00,2025/08/21 00:00:00+00,,2024,,Edward Gillett,"National Property Consulting Group, LLC"
-8575393.617,4707431.5831,5448278,PM3830280,0219 0018,3830280,Sofitel Washington DC,,,In Compliance,0806 15TH ST NW,H STREET SHUFFLE LC,2,806 15th Street NW,WASHINGTON,DC,20005,1928,Hotel,Hotel,177323,177323,7,160.2,160.5,343.5,343.8,2709.7,15.3,,10503,135247.8506,0,Whole Building,,0,0,0,0,4359748.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9005098781,-77.0340692405,279949,397044.723600034,136962.453502356,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2013,,,
-8575393.617,4707431.5831,5448279,PM3830280,0219 0018,3830280,Sofitel Washington DC,,,In Compliance,0806 15TH ST NW,H STREET SHUFFLE LC,2,806 15th Street NW,WASHINGTON,DC,20005,1928,Hotel,Hotel,177323,177323,9,151.5,151.4,325.6,324.9,2567.8,14.5,,10527.2,127257.5509,0,Whole Building,,0,0,0,0,4142132.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9005098781,-77.0340692405,279949,397044.723602028,136962.453502356,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2014,,,
-8575384.8159,4707432.0902,5448280,PM3830280,0219 0018,3830280,Sofitel Washington DC,,,In Compliance,806 15TH ST NW,H STREET SHUFFLE LC,2,806 15th Street NW,Washington,DC,20005,1928,Hotel,Hotel,177323,177323,14,140.1,141.5,303.5,302.3,2390.8,13.5,,10203.6,115629.7342,0,Whole Building,,0,0,0,0,3889681.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9005134233,-77.0339901788,279949,397051.581819625,136962.844497154,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2015,,,
-8575384.8159,4707432.0902,5448281,PM3830280,0219 0018,3830280,Sofitel Washington DC,,,In Compliance,806 15TH ST NW,H STREET SHUFFLE LC,2,806 15th Street NW,WASHINGTON,DC,20005,1928,Hotel,Hotel,177323,177323,14,137.6,139,300.1,299.6,2109.2,11.9,,16195.5,112033.7683,0,Whole Building,,0,0,0,0,3869679.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9005134233,-77.0339901788,279949,397051.581819625,136962.844497154,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2016,,,
-8572173.6749,4704205.9788,5448282,PM38343192,0740 0045,38343192,What's on Second Properties,,,Incomplete Report,1001 NEW JERSEY AVENUE SE,WHATaEUR(tm)S ON SECOND PROPERTIES LLC,6,1001 New Jersey Ave. SE,WASHINGTON,DC,20003,2020,Multifamily Housing,Multifamily Housing,275000,235905,86,38.5,38.9,107.4,108.5,722.07,3.06,91,4837.6,673.1,0,Whole Property,,0,0,0,0,2643797.3,14035.3,11958.2,7971.2,4336.7,1827.5,1200.2,1156.9,1168.8,1321.3,2880.8,6036.1,13421,698675.2,611296.8,619568.2,623384.4,717755.4,852347.7,1003872.4,902773.3,764941.2,695413.1,683592.9,847015.8,38.8779560169,-77.0051440193,333885,399553.649999997,134458.260000004,2025/10/27 22:01:24+00,2025/10/26 00:00:00+00,,2024,,A. Landsman,Multifamily Solutions LLC
-8573397.4532,4704419.467,5448283,PM3837253,0540 2279,3837253,Capitol Park IV,,,In Compliance,0030 G ST SW,CAPITOL PARK I CONDO,6,30 G Street SW,WASHINGTON,DC,,1973,Multifamily Housing,Multifamily Housing,391658,538849,,8,0,25,0,543.3,0,,0,0,0,Whole Building,,0,0,0,0,1257338.657678781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8794489769,-77.0161374033,277850,398599.776000011,134624.101102346,2025/10/27 22:01:24+00,2023/03/14 00:00:00+00,,2012,,,
-8572703.9781,4704332.2564,5448284,PM3852985,0646 0802,3852985,Capitol Skyline Hotel,,,In Compliance,0010 I ST SW,SOUTH CAPITOL HOLDINGS LLC,6,10 I Street S.W.,WASHINGTON,DC,20024,1962,Hotel,Hotel,171867,105000,10,166.6,166.1,330.6,330.1,1560.8,14.9,,13238.5,96700.55332,0,Whole Building,,0,0,0,0,2292735.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8788391017,-77.0099078126,276385,399140.303100002,134556.323202339,2025/10/27 22:01:24+00,2025/08/22 00:00:00+00,,2013,,,
