"Property/Plant ID","Building Name",Address1,Address2,City,State,Zip,"Building Owner","Property Manager","Gross Floor Area","Number of Years Certified","Certification Years",Score(s),"Property Type","Year constructed","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
2275407,"	GEORGETOWN PLAZA","2233 Wisconsin Ave.  NW",,"Washington, DC",DC,20007,"Carr Properties","Carr Properties",127028,2," 2012, 2013","96, 91",Office,1964,38.91995,-77.070742,1,rooftop,"2233 Wisconsin Ave NW",,"Washington, DC 20007",2233,"Wisconsin Ave NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
2279002,"	1575 EYE STREET","1575 Eye Street, NW",,"Washington, DC",DC,20005,"Duwaliya Real Estate, Inc.","Cushman && Wakefield",225112,10," 2012, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021","85, 85 , 85 , 84 , 84 , 84 , 87 , 76 , 76 , 79",Office,1979,38.902859,-77.049578,0.55,street_center,"Washington Cir NW",,"Washington, DC 20037",,"Washington Cir NW",,,Washington,DC,"District of Columbia",20037,US,"TIGER/Line® dataset from the US Census Bureau"
2279187,"	1025 VERMONT AVENUE","1025 Vermont Avenue, NW",,Washington,DC,20005,"Stars REI",Akridge,115379,10," 2012, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2023 , 2024 , 2025","92, 79 , 75 , 80 , 80 , 88 , 86 , 75 , 75 , 75",Office,1963,38.903315,-77.032938,1,rooftop,"1025 Vermont Ave NW",,"Washington, DC 20005",1025,"Vermont Ave NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
2285518,"	1333 NEW HAMPSHIRE AVE.","1333 New Hampshire Ave., NW",,"Washington DC",DC,20036,"Boston Properties Washington Regional Office",,325215,5," 2014, 2015 , 2016 , 2017 , 2018","76, 75 , 76 , 78 , 79",Office,1978,38.908546,-77.044087,1,rooftop,"1333 New Hampshire Ave NW",,"Washington, DC 20036",1333,"New Hampshire Ave NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
2308305,"	1310 L STREET","1310 L Street NW",,Washington,DC,20006,"The Morris & Gwendolyn Cafritz Foundation",,153800,2," 2012, 2014","75, 82",Office,1967,38.903434,-77.03047,1,rooftop,"1310 L St NW",,"Washington, DC 20005",1310,"L St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
2308771,"	1825 K STREET","1825 K Street NW",,Washington,DC,20006,"Borger Management, Inc.",,356358,5," 2010, 2012 , 2015 , 2016 , 2020","79, 82 , 76 , 80 , 81",Office,1966,38.90287,-77.042436,1,rooftop,"1825 K St NW",,"Washington, DC 20006",1825,"K St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
2344141,"	901 K STREET","901 K Street, NW",,Washington,DC,20001,"Carr Properties",,274148,12," 2012, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2020 , 2021 , 2022 , 2023 , 2024","84, 85 , 81 , 82 , 81 , 86 , 86 , 77 , 75 , 80 , 80 , 84",Office,2009,38.902784,-77.025469,1,rooftop,"901 K St NW",,"Washington, DC 20001",901,"K St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
2362274,"	1050 17TH ST","1050 17th Street NW",,Washington,DC,20036,Hines,,175681,2," 2016, 2025","83, 82",Office,2020,38.903371,-77.038829,1,rooftop,"1050 17th St NW",,"Washington, DC 20036",1050,"17th St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
2364583,"	1818 N ST","1818 N St NW",,Washington,DC,20036,"Lenkin - N LP","The Lenkin Company Management, Inc.",109525,7," 2013, 2016 , 2017 , 2018 , 2019 , 2021 , 2024","80, 86 , 86 , 89 , 80 , 90 , 83",Office,1984,38.90699,-77.042929,1,rooftop,"1818 N St NW",,"Washington, DC 20036",1818,"N St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
2371512,"	1050 K STREET","1050 K Street NW",,Washington,DC,20001,"K-11 Partners","The Lenkin Company Management, Inc.",153440,7," 2013, 2016 , 2017 , 2018 , 2019 , 2021 , 2024","81, 92 , 93 , 92 , 81 , 90 , 84",Office,2008,38.902293,-77.0267,1,rooftop,"1050 K St NW",,"Washington, DC 20001",1050,"K St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
2394435,"	2175 K STREET","2175 K Street, NW",,Washington,DC,20037,"2175 K Street Operating Company, LLC","Cushman && Wakefield",145743,10," 2012, 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023","77, 83 , 90 , 89 , 89 , 78 , 76 , 78 , 77 , 80",Office,1981,38.902882,-77.048448,1,rooftop,"2175 K St NW",,"Washington, DC 20037",2175,"K St NW",,,Washington,DC,"District of Columbia",20037,US,"Statewide (City of Washington)"
2411223,"	1501 M STREET","1501 M Street",,"Washington DC",DC,20005,"I&G DC REIT, Inc.","The John Buck Company",195421,4," 2015, 2016 , 2017 , 2018","77, 81 , 83 , 77",Office,1991,38.905976,-77.034971,1,rooftop,"1501 M St NW",,"Washington, DC 20005",1501,"M St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
24500634,"	THE VALE","6800 Georgia Avenue NW",,Washington,DC,20012,"CIM Group - DC",,394902,1," 2024",98,"Multifamily Housing",2023,38.972702,-77.027339,1,rooftop,"6800 Georgia Ave NW",,"Washington, DC 20012",6800,"Georgia Ave NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
2451324,"	1899 PENNSYLVANIA AVENUE","1899 Pennsylvania ave. N.W.",,"Washington DC",DC,20006,"Paramount Group",,205741,9," 2010, 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018","75, 78 , 80 , 81 , 87 , 89 , 75 , 76 , 79",Office,1915,38.90052,-77.043007,1,rooftop,"1899 Pennsylvania Ave NW",,"Washington, DC 20006",1899,"Pennsylvania Ave NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
24659891,"	RIGBY - CO (RI008)","1220 3rd St NE",,Washington,DC,20002,"Armature Works  Owner LLC",,184810,1," 2024",96,"Multifamily Housing",2022,38.905971,-77.002376,1,rooftop,"1220 3rd St NE",,"Washington, DC 20002",1220,"3rd St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2482515,"	TWO CONSTITUTION SQUARE","145 N Street, NE",,Washington,DC,20002,"TWO CON, LLC","StonebridgeCarras Management",623532,14," 2011, 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","83, 87 , 88 , 89 , 90 , 90 , 90 , 79 , 78 , 83 , 84 , 84 , 81 , 79",Office,2010,38.906833,-77.004591,1,rooftop,"145 N St NE",,"Washington, DC 20002",145,"N St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
25091,"	1801 L ST. N.W.","1801 L St. N.W.",,Washington,DC,20036,"1801 L Street a Eleven-Eighteen Limited Partnership, Inc.","Cushman && Wakefield",222847,2," 2020, 2021","75, 78",Office,1989,38.904108,-77.042056,1,rooftop,"1801 L St NW",,"Washington, DC 20036",1801,"L St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
2511662,"	SIXTH STREET","700 Sixth Street, NW",,Washington,DC,20001,"USP 700 6th Street LLC",,308431,13," 2013, 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","83, 81 , 80 , 79 , 80 , 83 , 77 , 86 , 92 , 91 , 90 , 85 , 82",Office,2009,38.899032,-77.020289,1,rooftop,"700 6th St NW",,"Washington, DC 20001",700,"6th St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
25204,"	1919 M STREET","1919 M Street, NW",,Washington,DC,20036,"JBG Smith",,293637,8," 2003, 2004 , 2008 , 2011 , 2016 , 2017 , 2018 , 2020","85, 84 , 75 , 90 , 78 , 82 , 84 , 75",Office,1967,38.906109,-77.044482,1,rooftop,"1919 M St NW",,"Washington, DC 20036",1919,"M St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
2538184,"	OHEV SHOLOM - THE NATIONAL SYNAGOGUE","1600 Jonquil Street, NW",,Washington,DC,20012,"Ohev Sholom, The National Synagogue","Ohev Sholom, The National Synagogue",30633,1," 2011",75,"Worship Facility",1956,38.984108,-77.036935,1,rooftop,"1600 Jonquil St NW",,"Washington, DC 20012",1600,"Jonquil St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
25506,"	80 M STREET SE","80 M Street, SE",,Washington,DC,20003,"Columbia Property Trust",,392071,20," 2004, 2005 , 2008 , 2009 , 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","84, 80 , 87 , 80 , 96 , 98 , 93 , 88 , 88 , 88 , 87 , 91 , 92 , 86 , 90 , 77 , 83 , 95 , 92 , 92",Office,2001,38.877036,-77.006361,1,rooftop,"80 M St SE",,"Washington, DC 20003",80,"M St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
2558899,"	CARNEGIE ENDOWMENT FOR INTERNATIONAL PEACE","1779 Massachusetts Ave NW",,Washington,DC,20036,"Carnegie Endowment for International Peace","Cushman && Wakefield",89223,8," 2012, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2021","76, 82 , 81 , 80 , 78 , 83 , 81 , 76",Office,1997,38.909301,-77.041001,1,rooftop,"1779 Massachusetts Ave NW",,"Washington, DC 20036",1779,"Massachusetts Ave NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
2590105,"	WATERFRONT STATION II","1101 4th Street SW",,Washington,DC,20024,"USGBF Waterfront Station LLC, c/o Cushman & Wakefield",,296748,13," 2013, 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","79, 85 , 87 , 86 , 85 , 86 , 77 , 77 , 83 , 85 , 84 , 86 , 77",Office,2010,38.877668,-77.018052,1,rooftop,"1101 4th St SW",,"Washington, DC 20024",1101,"4th St SW",,,Washington,DC,"District of Columbia",20024,US,"Statewide (City of Washington)"
2590110,"	WATERFRONT STATION L","1100 4th Street SW",,Washington,DC,20024,"USGBF Waterfront Station LLC, c/o Cushman & Wakefield",,355846,13," 2013, 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","77, 82 , 79 , 82 , 83 , 84 , 75 , 75 , 78 , 82 , 80 , 81 , 80","Mixed Use Property",2010,38.877622,-77.017162,1,rooftop,"1100 4th St SW",,"Washington, DC 20024",1100,"4th St SW",,,Washington,DC,"District of Columbia",20024,US,"Statewide (City of Washington)"
2590124,"	1999 K STREET NW","1999 K Street NW",,Washington,DC,20006,"Deka USA K Street, LP","Cushman && Wakefield",283304,11," 2011, 2013 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2023 , 2024 , 2025","84, 76 , 75 , 83 , 89 , 78 , 78 , 79 , 76 , 79 , 83",Office,2009,38.902807,-77.044609,1,rooftop,"1999 K St NW",,"Washington, DC 20006",1999,"K St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
2590129,"	1000 THOMAS JEFFERSON STREET NW","1000 Thomas Jefferson Street NW",,Washington,DC,20007,"JBG Smith",,154807,2," 2020, 2021","76, 85",Office,1980,38.902852,-77.060623,1,rooftop,"1000 Thomas Jefferson St NW",,"Washington, DC 20007",1000,"Thomas Jefferson St NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
2609487,"	FERC","888 First Street, NE",,Washington,DC,20002,"Rosche/888 First Street, NE, LLC, c/o Greenebaum & Rose Associates","Union Center Plaza Management Corp.",558620,14," 2011, 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","82, 83 , 87 , 77 , 81 , 85 , 88 , 84 , 76 , 79 , 91 , 90 , 86 , 83",Office,1995,38.90156,-77.007182,1,rooftop,"888 1st St NE",,"Washington, DC 20002",888,"1st St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2623105,"	STORE #3351_1306  U  STREET NW","1306  U  Street Nw",,Washington,DC,20009,"Rite Aid Corporation","Rite Aid Corporation",7444,1," 2012",78,"Retail Store",1993,38.916783,-77.030057,1,rooftop,"1306 U St NW",,"Washington, DC 20009",1306,"U St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
2629932,"	DC0000AB - EPA EAST, WEST, CW","12TH & CONST AVE NW",,"WASHINGTON D C",DC,20004,"General Services Administration","General Services Administration",1213119,1," 2012",81,Office,1934,38.90609,-77.028085,0.9,street_center,"12th St NW",,"Washington, DC 20005",,"12th St NW",,,Washington,DC,"District of Columbia",20005,US,"TIGER/Line® dataset from the US Census Bureau"
2637498,"	PRESIDENT MADISON APARTMENTS","1908 Florida Ave, NW",,Washington,DC,20009,"Bernstein Management Corporation",,86166,2," 2022, 2023","84, 84","Multifamily Housing",1905,38.91504,-77.044559,1,rooftop,"1908 Florida Ave NW",,"Washington, DC 20009",1908,"Florida Ave NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
2656301,"	2300 N STREET","2300 N Street",,Washington,DC,20037,"2300 N Street Property Owner, LLC","Lincoln Property Company",304484,2," 2022, 2023","76, 75",Office,1986,38.906947,-77.050748,0.88,rooftop,"2300 N St NW",,"Washington, DC 20037",2300,"N St NW",,,Washington,DC,"District of Columbia",20037,US,"Statewide (City of Washington)"
2681003,"	1100 G STREET","666 11th Street NW",,Washington,DC,20001,"UBS Financial Services, Inc.","Cambridge Holdings. LLC",109959,2," 2015, 2016","90, 85",Office,1968,38.898064,-77.027339,1,rooftop,"666 11th St NW",,"Washington, DC 20001",666,"11th St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
2686138,"	650 MASS AVE","650 Massachusetts Avenue NW",,Washington,DC,20001,"Brookfield Properties",,346459,11," 2003, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022","76, 87 , 80 , 79 , 80 , 90 , 91 , 78 , 85 , 88 , 77",Office,1988,38.901662,-77.021431,1,rooftop,"650 Massachusetts Ave NW",,"Washington, DC 20001",650,"Massachusetts Ave NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
2701797,"	1101 NEW YORK AVENUE","1101 New York Ave NW",,Washington,DC,20005,"Oxford Properties Group",,392374,12," 2011, 2012 , 2013 , 2014 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","77, 78 , 77 , 79 , 75 , 80 , 75 , 84 , 80 , 75 , 78 , 78",Office,2007,38.9017,-77.027593,1,rooftop,"1101 New York Ave NW",,"Washington, DC 20005",1101,"New York Ave NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
2703000,"	WEST END 25 APARTMENTS","1255 25th Street",,Washington,DC,20037,"JBG Smith",,326664,2," 2021, 2024","77, 77","Multifamily Housing",2010,38.906502,-77.052678,1,rooftop,"1255 25th St NW",,"Washington, DC 20037",1255,"25th St NW",,,Washington,DC,"District of Columbia",20037,US,"Statewide (City of Washington)"
2704668,"	THE PEW CHARITABLE TRUSTS","901 E Street NW",,Washington,DC,20004,"The Pew Charitable Trusts",,281462,14," 2012, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","80, 82 , 78 , 79 , 80 , 77 , 77 , 75 , 81 , 88 , 83 , 80 , 83 , 83",Office,1989,38.89657,-77.024317,1,rooftop,"901 E St NW",,"Washington, DC 20004",901,"E St NW",,,Washington,DC,"District of Columbia",20004,US,"Statewide (City of Washington)"
2706378,"	1212 NEW YORK AVENUE NW","1212 New York Avenue NW",,Washington,DC,20005,"Jaguar Properties, Inc.","J Street Companies",120000,3," 2016, 2017 , 2020","75, 76 , 75",Office,1987,38.900119,-77.028761,1,rooftop,"1212 New York Ave NW",,"Washington, DC 20005",1212,"New York Ave NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
2722082,"	90 K STREET NE - WASHINGTON","90 K Street NE",,Washington,DC,20002,"Washington DC VI FGF, LLC",,435400,9," 2014, 2015 , 2016 , 2017 , 2018 , 2020 , 2023 , 2024 , 2025","87, 85 , 86 , 87 , 87 , 76 , 77 , 75 , 80",Office,2010,38.902892,-77.00659,1,rooftop,"90 K St NE",,"Washington, DC 20002",90,"K St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2726905,"	THE VANGUARD BUILDING","1111 20th st NW",,"washignton DC",DC,20036,"Willco Companies","Willco Companies",165232,1," 2012",83,Office,1989,38.90406,-77.044629,1,rooftop,"1111 20th St NW",,"Washington, DC 20036",1111,"20th St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
2728715,"	COMMUNICATIONS  WORKERS OF AMERICA BUILDING","501 Third Street, N.W.",,Washington,DC,20001,"Communications Workers of America, AFL-CIO, LLC","Union Management Services, Inc (Agent)",258699,1," 2024",76,Office,1991,38.896535,-77.014772,1,rooftop,"501 3rd St NW",,"Washington, DC 20001",501,"3rd St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
2729382,"	BNK BRANCH/800 H STREET/DC/SITE #C509","800 H ST NE",,WASHINGTON,DC,20002,"PNC Bank",,6201,1," 2022",75,"Bank Branch",1990,38.900456,-76.994728,1,rooftop,"800 H St NE",,"Washington, DC 20002",800,"H St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2729383,"	BNK BRANCH/CHEVY CHASE/DC/SITE #C514","5530 CONNECTICUT AVE NW",,WASHINGTON,DC,20015,"PNC Bank",,24867,1," 2017",81,"Bank Branch",1990,38.963814,-77.075424,1,rooftop,"5530 Connecticut Ave NW",,"Washington, DC 20015",5530,"Connecticut Ave NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
2729439,"	800 17TH ST/ SITE #CPNC","800 17TH ST NW",,WASHINGTON,DC,20006,JLL,"CodeGreen Solutions Inc.",384884,7," 2015, 2016 , 2017 , 2018 , 2021 , 2022 , 2024","98, 80 , 83 , 83 , 75 , 75 , 75",Office,2010,38.900488,-77.039745,1,rooftop,"800 17th St NW",,"Washington, DC 20006",800,"17th St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
2736239,"	425 EYE","425 I St.,NW",,Washington,DC,20001,"425 Eye Street LLC",,353623,12," 2012, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2021 , 2023 , 2024 , 2025","98, 97 , 96 , 97 , 98 , 100 , 100 , 99 , 99 , 100 , 100 , 96",Office,1973,38.90167,-77.016904,1,rooftop,"425 I St NW",,"Washington, DC 20001",425,"I St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
27448,"	THE MILLENNIUM BUILDING","1909 K Street NW",,Washington,DC,20006,"The Tower Companies",,242937,17," 2003, 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","75, 77 , 83 , 84 , 86 , 86 , 89 , 93 , 95 , 93 , 84 , 84 , 80 , 83 , 85 , 83 , 80",Office,1999,38.902818,-77.044086,1,rooftop,"1909 K St NW",,"Washington, DC 20006",1909,"K St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
2774635,"	1125 15TH STREET","1125 15th Street, NW",,Washington,DC,20005,"S. C. Herman & Associates, Inc.",,285264,3," 2011, 2014 , 2016","83, 92 , 90",Office,1969,38.90451,-77.033989,1,rooftop,"1125 15th St NW",,"Washington, DC 20005",1125,"15th St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
2776163,"	V.N.N.C.INC.","3001 Veazey Terrace, NW",,Washington,DC,20008,"Van Ness North Cooperative",,695661,1," 2024",96,"Multifamily Housing",1966,38.944908,-77.061838,1,rooftop,"3001 Veazey Ter NW",,"Washington, DC 20008",3001,"Veazey Ter NW",,,Washington,DC,"District of Columbia",20008,US,"Statewide (City of Washington)"
2783610,"	HOUSE OF SWEDEN","2900 K Street NW",,Washington,DC,20007,"National Property Board Sweden","PM Realty Group",69950,1," 2013",82,Office,2006,38.901993,-77.058704,1,rooftop,"2900 K St NW",,"Washington, DC 20007",2900,"K St NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
2790969,"	1722 EYE STREET","1722 Eye Street",,"Washington DC",DC,20006,"Willco Companies",,180564,2," 2013, 2018","80, 76",Office,1979,38.897131,-77.041248,0.5,place,,,"Washington, DC 20006",,,,,Washington,DC,"District of Columbia",20006,US,"TIGER/Line® dataset from the US Census Bureau"
2804132,"	LIBERTY PLACE","325 7th St., NW",,Washington,DC,20004,"DC Liberty Place Owner, LLC",,197411,11," 2012, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2021 , 2022 , 2023 , 2024","75, 76 , 78 , 81 , 80 , 83 , 81 , 81 , 82 , 81 , 76",Office,1990,38.89451,-77.021586,1,rooftop,"325 7th St NW",,"Washington, DC 20004",325,"7th St NW",,,Washington,DC,"District of Columbia",20004,US,"Statewide (City of Washington)"
2807339,"	455 MASS AVE","455 Massachusetts Ave NW",,Washington,DC,20001,"ASB Real Estate Investments","Cushman & Wakefield",263181,13," 2011, 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023","91, 81 , 81 , 80 , 81 , 81 , 84 , 84 , 77 , 82 , 90 , 89 , 86",Office,2008,38.901062,-77.017558,1,rooftop,"455 Massachusetts Ave NW",,"Washington, DC 20001",455,"Massachusetts Ave NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
2809459,"	1227 25TH STREET","1227 25th Street, NW",,"Washington, D.C.",DC,20037,"Washington Real Estate Investment Trust",,147840,1," 2017",75,Office,1988,38.906006,-77.052766,1,rooftop,"1227 25th St NW",,"Washington, DC 20037",1227,"25th St NW",,,Washington,DC,"District of Columbia",20037,US,"Statewide (City of Washington)"
2840677,"	1201 PENNSYLVANIA AVE.","1201 Pennsylvania Ave. NW",,Washington,DC,20004,"Sentinel Real Estate Corporation","DC One Associates",519773,1," 2024",79,Office,1981,38.895717,-77.028393,1,rooftop,"1201 Pennsylvania Ave NW",,"Washington, DC 20004",1201,"Pennsylvania Ave NW",,,Washington,DC,"District of Columbia",20004,US,"Statewide (City of Washington)"
2891433,"	BNK BRANCH/ADAMS MORGAN/DC/SITE #C505","1779 COLUMBIA RD NW",,WASHINGTON,DC,20009,"PNC Bank",,11202,1," 2022",84,"Bank Branch",1990,38.923312,-77.042281,1,rooftop,"1779 Columbia Rd NW",,"Washington, DC 20009",1779,"Columbia Rd NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
2895757,"	1201 F STREET, NW","1201 F Street, NW",,Washington,DC,20004,"Tishman Speyer","Tishman Speyer",258638,2," 2010, 2012","78, 82",Office,2000,38.897665,-77.028523,1,rooftop,"1201 F St NW",,"Washington, DC 20004",1201,"F St NW",,,Washington,DC,"District of Columbia",20004,US,"Statewide (City of Washington)"
29225,"	DISTRICT CENTER","555 12TH STREET  NW",,Washington,DC,20004,"555 12th REIT, LLC",,933534,17," 2003, 2007 , 2008 , 2009 , 2010 , 2011 , 2013 , 2014 , 2015 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","75, 84 , 88 , 90 , 87 , 88 , 92 , 93 , 94 , 88 , 88 , 93 , 94 , 93 , 92 , 91 , 94",Office,1994,38.89674,-77.027585,1,rooftop,"555 12th St NW",,"Washington, DC 20004",555,"12th St NW",,,Washington,DC,"District of Columbia",20004,US,"Statewide (City of Washington)"
2930341,"	NATIONAL CENTER FOR HIGHER EDUCATION","1 Dupont Circle, NW",,Washington,DC,20036,"National Center for Higher Education","Lincoln Property Company",232957,1," 2021",84,Office,1969,38.909179,-77.044488,1,rooftop,"1 Dupont Cir NW",,"Washington, DC 20036",1,"Dupont Cir NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
2938280,"	AMERICAN SOCIETY OF HEMATOLOGY BUILDING","2021 L Street",,Washington,DC,20036,"American Society of Hematology",AtSite,81032,13," 2012, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","91, 89 , 90 , 91 , 92 , 92 , 94 , 88 , 89 , 93 , 90 , 93 , 92",Office,2010,38.904062,-77.045654,1,rooftop,"2021 L St NW",,"Washington, DC 20036",2021,"L St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
2946118,"	PAUL H.NITZE","1740 Mass Avenue,NW",,Washington,DC,20036,"Johns Hopkins University","Cushman && Wakefield",65273,3," 2016, 2017 , 2018","75, 77 , 78",Office,1962,38.908094,-77.040334,1,rooftop,"1740 Massachusetts Ave NW",,"Washington, DC 20036",1740,"Massachusetts Ave NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
2946167,"	BENJAMIN T. ROME","1619 Mass ave",,Washington,DC,20036,"Johns Hopkins University","Cushman && Wakefield",61077,4," 2012, 2013 , 2018 , 2022","77, 88 , 88 , 75",Office,1963,38.908044,-77.037556,1,rooftop,"1619 Massachusetts Ave NW",,"Washington, DC 20036",1619,"Massachusetts Ave NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
2951555,"	2200 PENNSYLVANIA AVENUE","2200 Pennsylvania Avenue",,"Washington DC NW",DC,20037,"Boston Properties Washington Regional Office",,516737,14," 2012, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","90, 91 , 92 , 93 , 93 , 92 , 92 , 79 , 82 , 85 , 84 , 85 , 87 , 87",Office,2011,38.901944,-77.049277,1,rooftop,"2200 Pennsylvania Ave NW",,"Washington, DC 20037",2200,"Pennsylvania Ave NW",,,Washington,DC,"District of Columbia",20037,US,"Statewide (City of Washington)"
2962687,"	1133 CONNECTICUT AVE","1133 Connecticut Ave NW",,Washington,DC,20036,"The Lenkin Company Management, Inc.","Cushman && Wakefield",190958,4," 2016, 2017 , 2018 , 2021","77, 81 , 80 , 81",Office,1989,38.904992,-77.040229,1,rooftop,"1133 Connecticut Ave NW",,"Washington, DC 20036",1133,"Connecticut Ave NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
2972719,"	601 INDIANA AVE, NW","601 Indiana Ave., NW",,Washington,DC,20004,"BHB Limited Partnership","Zuckerman Gravely Management, Inc.",56651,1," 2012",79,Office,1963,38.894648,-77.020263,1,rooftop,"601 Indiana Ave NW",,"Washington, DC 20004",601,"Indiana Ave NW",,,Washington,DC,"District of Columbia",20004,US,"Statewide (City of Washington)"
