GISJOIN,GEOID,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSA,SMSAA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,BLOCKA,SCSAA,SEA,CBD,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C7M001,C7M002,C7M003,C7N001,C75001,C8Y001,C8Z001,C8Z002,C8Z003,C9A001,C9B001,C9B002,C9C001,C9C002,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C9F001,C9G001,C9G002,C9G003,C9G004,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026,C68001,C68002,C68003,C68004,C68005,C68006,C68007,C68008,C68009,C68010,C68011,C68012,C68013,C68014,C68015,C68016,C68017,C68018,C68019,C68020,C68021,C68022,C68023,C68024,C68025,C68026,C68027,C68028,C68029,C68030,C68031,C68032,C68033,C68034,C68035,C68036,C68037,C68038,C68039,C68040,C68041,C68042,C68043,C68044,C68045,C68046,C68047,C68048,C68049,C68050,C68051,C68052,C69001,C7A001,C7A002,C7B001,C7B002,C7B003,C7B004,C7C001,C7C002,C7C003,C7C004,C7C005,C7C006,C7C007,C7C008,C7C009,C7C010,C7C011,C7C012,C7C013,C7C014,C7C015,C7C016,C7C017,C7C018,C7C019,C7C020,C7D001,C7D002,C7D003,C7D004,C7E001,C7E002,C7E003,C7E004,C7E005,C7E006,C7E007,C7E008,C7E009,C7E010,C7E011,C7E012,C7F001,C7F002,C7F003,C7F004,C7F005,C7F006,C7F007,C7F008,C7F009,C7F010,C7G001,C7G002,C7G003,C7G004,C7G005,C7G006,C7G007,C7G008,C7G009,C7H001,C7H002,C7H003,C7H004,C7H005,C7H006,C7H007,C7I001,C7I002,C7I003,C7I004,C7I005,C7I006,C7I007,C7J001,C7J002,C7K001,C7K002,C7K003,C7K004,C7O001,C7O002,C7O003,C7O004,C7O005,C7O006,C7O007,C7O008,C7O009,C7P001,C7P002,C7P003,C7Q001,C7Q002,C7Q003,C7R001,C7R002,C7S001,C7S002,C7S003,C7S004,C7T001,C7U001,C7U002,C7U003,C7U004,C7V001,C7W001,C7W002,C7X001,C7X002,C7X003,C7X004,C7X005,C7Y001,C7Y002,C7Y003,C7Y004,C7Y005,C7Y006,C7Y007,C7Y008,C7Y009,C7Y010,C7Z001,C70001,C70002,C70003,C71001,C71002,C72001,C72002,C72003,C72004,C72005,C72006,C73001,C74001,C74002,C74003,C74004,C76001,C76002,C76003,C76004,C76005,C76006,C77001,C78001,C79001,C79002,C79003,C79004,C79005,C8A001,C8A002,C8A003,C8A004,C8A005,C8A006,C8B001,C8B002,C8B003,C8B004,C8B005,C8B006,C8B007,C8B008,C8B009,C8B010,C8B011,C8B012,C8C001,C8D001,C8E001,C8F001,C8F002,C8G001,C8G002,C8G003,C8H001,C8H002,C8H003,C8H004,C8H005,C8H006,C8I001,C8I002,C8I003,C8I004,C8I005,C8I006,C8I007,C8I008,C8I009,C8I010,C8I011,C8I012,C8I013,C8J001,C8K001,C8K002,C8L001,C8L002,C8M001,C8M002,C8N001,C8N002,C8N003,C8N004,C8N005,C8N006,C8N007,C8N008,C8N009,C8N010,C8N011,C8N012,C8N013,C8N014,C8O001,C8P001,C8P002,C8Q001,C8Q002,C8R001,C8R002,C8S001,C8S002,C8S003,C8S004,C8T001,C8T002,C8T003,C8T004,C8U001,C8V001,C8V002,C8W001,C8X001,C8X002,C80001,C81001,C81002,C82001,C83001,C84001,C85001,C85002,C85003,C85004,C86001,C87001,C87002,C87003,C87004,C87005,C87006,C87007,C88001,C89001,C89002,C89003,C89004,C89005,C89006,C89007,C89008,C89009
G11000100001111,110010001111,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0001,1,111,,A,,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,122,122,0,0,22,62,69,69,0,0,69,62,7,50,72,118,1,0,0,0,0,0,0,0,0,0,0,0,0,3,114,1,1,0,6,8,7,0,0,1,3,0,0,0,1,1,2,2,0,1,1,0,2,0,4,14,19,17,19,14,3,1,3,8,5,2,2,0,0,0,0,1,0,1,0,0,1,0,1,0,2,6,4,9,11,4,2,1,0,2,2,1,1,0,0,0,1,0,2,1,0,1,0,0,1,0,2,8,15,8,8,10,1,0,3,6,3,1,33.2,33.9,32.5,3,8,96,15,3,8,93,14,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,18,18,5,1,4,30,18,0,6,13,22,18,12,11,16,24,19,0,0,12,15,18,0,4,4,9,0,6,4,0,1,0,0,3,7,6,0,3,0,4,2,1,0,0,6,2,0,0,6,6,3,5,4,3,2,10,1,8,1,2,19,0,4,3,0,62,19,43,61,0,0,0,1,,0,0,0,,,0,0,0,,3,3,0,0,,,,,,,,,0,0,0,0,0,4,10,8,14,3,30,4.4,363,154,177,0,17,15,27,19,10,4,1,1,3,7,5,2,1,1,24,12,5,2,0,0,1.71,1.97,122,51,71,62,0,0,19,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,200100,2425000,0,10,0,0,0,0,0,0,0,0,0,0,1,6,5,10,6,12,2,380,15667,1687,40,4,69,0,62,0,7,0,19,0,43,0,0,0,0,0,0,0,0,0,0,0,2,0,27,26,16,0,8,8,1,1,1,2,3,0,12,2,0,0,0,0,1,0,0,2
G11000100001112,110010001112,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0001,1,112,,A,,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,12,27,29,29,0,0,29,27,2,23,34,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,7,7,7,0,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,0,1,2,6,5,4,5,9,4,2,11,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,1,4,4,3,0,3,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,1,4,3,3,1,5,1,2,8,0,0,52,53.8,45,0,7,38,12,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,7,11,0,2,2,9,11,3,3,3,12,11,7,2,7,8,10,0,0,5,5,11,0,1,2,3,0,5,0,0,2,0,0,0,5,2,0,0,1,3,2,0,0,2,3,2,0,0,3,6,4,2,3,3,0,8,0,7,0,1,7,0,1,0,1,27,14,13,27,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,16,5.6,176,102,67,0,2,5,10,11,3,1,1,1,3,7,2,1,0,1,7,4,1,0,1,0,1.82,2.11,57,34,23,26,1,0,13,1,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,200100,2177500,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,7,0,501,6135,450,13,1,29,0,27,0,2,0,14,0,13,0,0,0,0,7,7,0,0,7,0,0,1,0,20,8,1,0,2,4,0,2,2,3,0,1,3,2,0,0,0,0,0,0,0,0
G11000100001201,110010001201,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0001,2,201,,A,,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,506,506,0,0,85,361,390,390,0,0,390,361,29,218,288,477,12,0,0,0,1,0,1,1,4,1,0,0,0,9,497,3,1,2,3,9,8,0,0,1,3,2,0,0,0,0,0,0,1,3,1,2,4,1,9,28,67,71,79,58,40,19,15,58,36,9,0,1,0,0,0,0,0,0,1,0,1,1,0,0,3,13,32,28,41,27,17,10,6,20,15,2,3,1,0,0,0,0,0,0,0,3,0,1,4,1,6,15,35,43,38,31,23,9,9,38,21,7,42.7,42.1,43.4,5,5,393,103,5,5,368,99,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,107,77,4,8,21,122,79,5,33,45,85,74,26,3,117,159,42,0,0,100,138,74,3,8,17,21,0,8,1,1,0,0,0,5,5,6,0,2,0,23,19,4,0,14,42,1,0,0,66,38,6,52,28,4,5,79,4,67,1,12,41,20,2,2,5,361,210,151,345,7,0,4,5,204,4,0,,,141,3,0,,,7,6,0,1,4,3,,0,,,0,,280,178,80,19,3,28,58,165,77,37,25,3.2,1302,751,455,66,6,24,238,106,13,3,1,0,138,60,8,3,1,0,100,46,5,0,0,0,1.26,1.4,506,299,207,357,0,4,209,0,1,148,0,3,0,0,0,0,0,0,0,0,1,2,9,5,6,147200,3850000,112500,23,1,16113750,2162500,0,0,0,0,0,0,0,6,10,12,32,30,58,3,447,63339,1000,148,2,385,5,356,5,29,0,206,4,150,1,0,0,0,8,2,6,9,8,0,0,1,17,120,26,244,0,9,89,6,7,53,10,14,7,2,72,1,5,2,1,1,2,11,1
G11000100001202,110010001202,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0001,2,202,,A,,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,40,40,0,0,7,25,31,31,0,0,31,25,6,21,19,37,2,0,0,0,0,0,1,0,0,0,0,0,0,0,39,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,11,3,10,5,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,5,1,4,1,1,0,1,1,0,0,35,37.5,29.5,1,2,36,1,1,2,33,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2,0,5,13,6,0,0,0,7,5,4,1,13,5,5,0,0,11,3,5,0,2,2,2,0,2,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,5,1,3,1,1,25,12,13,23,1,0,1,0,11,,0,,0,12,,0,,0,1,0,0,1,,,,,,,,,0,0,0,0,0,0,0,4,16,6,5,4.2,141,56,53,6,15,11,14,8,2,1,0,0,8,4,0,0,0,0,6,4,2,1,0,0,1.39,1.6,40,16,24,25,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,160000,1625000,250000,10,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,0,475,5399,1650,12,3,30,1,24,1,6,0,12,0,12,1,0,0,0,0,0,0,1,0,0,0,1,1,25,5,1,0,7,3,1,0,3,0,0,1,6,1,0,1,0,0,0,0,0,0
G11000100001203,110010001203,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0001,2,203,,A,,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,284,284,0,0,40,195,198,198,0,0,198,195,3,121,163,260,23,0,0,0,0,0,0,0,0,0,0,0,0,1,276,0,0,0,8,8,7,0,0,1,2,0,0,2,1,2,5,4,1,4,2,2,1,1,3,18,50,40,40,27,15,9,6,20,24,5,2,0,0,1,1,1,2,3,0,4,0,2,0,0,3,7,25,14,18,13,8,3,2,7,5,0,0,0,0,1,0,1,3,1,1,0,2,0,1,1,0,11,25,26,22,14,7,6,4,13,19,5,36,33.4,38.9,2,21,212,49,2,20,203,35,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,64,29,1,4,13,92,32,2,17,14,40,28,37,8,65,90,16,0,0,62,83,28,3,9,3,7,0,14,7,0,2,0,0,2,19,7,2,3,0,10,5,6,2,3,23,0,0,0,35,14,1,25,12,1,2,36,1,9,1,27,16,0,3,0,0,195,29,166,185,9,0,0,1,23,,0,0,,162,,0,0,,4,3,0,1,,,,,,,,,0,0,0,0,0,19,55,70,10,9,35,2.9,720,244,468,0,8,0,145,31,10,3,2,4,3,13,8,1,2,2,142,18,2,2,0,2,1.17,1.46,284,80,204,195,0,0,29,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,200100,4125000,0,18,0,0,0,0,0,0,0,0,0,0,33,66,27,18,10,9,1,237,43841,982,163,3,198,0,195,0,3,0,29,0,166,0,0,0,0,0,0,0,0,0,0,0,2,0,59,27,112,0,15,9,1,1,2,2,5,3,6,21,0,0,1,1,0,2,1,3
G11000100001204,110010001204,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0001,2,204,,A,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,21,59,67,67,0,0,67,59,8,47,52,88,11,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,1,1,0,0,0,7,12,17,14,12,8,1,4,11,5,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,4,6,9,7,5,5,0,2,2,3,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,3,6,8,7,7,3,1,2,9,2,0,38.9,35.7,42.1,3,4,76,16,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,1,2,5,19,16,1,5,9,21,16,12,0,20,18,12,0,0,11,16,16,2,3,9,2,0,5,1,1,0,0,0,3,4,4,0,1,0,5,3,1,0,1,6,0,0,0,7,11,0,7,6,0,1,12,1,9,0,3,11,0,4,4,0,59,31,28,53,6,0,0,0,26,5,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,13,21,19,4.8,316,172,112,0,19,13,27,27,3,1,1,0,12,16,1,1,1,0,15,11,2,0,0,0,1.59,1.68,99,56,43,59,0,0,31,0,0,28,0,0,0,0,0,0,0,0,0,0,2,1,5,9,7,172200,4167500,0,24,0,0,0,0,0,0,0,0,0,0,0,4,2,6,1,13,1,500,11147,2000,26,4,67,0,59,0,8,0,31,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,55,11,1,0,3,2,0,0,1,0,1,0,4,4,0,0,0,1,0,0,0,0
G11000100001205,110010001205,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0001,2,205,,A,,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,70,70,0,0,11,39,43,43,0,0,43,39,4,32,38,65,1,0,0,0,2,0,0,0,0,0,0,0,0,2,69,0,0,0,1,1,1,0,0,0,0,1,1,2,0,7,0,0,0,0,0,3,0,4,0,4,10,15,16,3,1,2,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,2,0,3,2,9,8,1,0,1,1,0,0,0,0,0,1,2,0,4,0,0,0,0,0,2,0,2,0,1,8,6,8,2,1,1,0,0,0,0,31,32.2,29.4,2,9,59,0,2,7,56,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15,9,1,0,3,14,9,2,0,6,11,9,11,0,11,17,11,0,0,10,13,9,0,2,1,4,0,7,4,0,0,0,0,2,9,5,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,2,1,0,39,8,31,38,1,0,0,0,,,0,0,0,,,0,0,0,1,1,0,0,,,,,,,,,0,0,0,0,0,0,3,6,12,4,18,4.6,222,60,137,7,8,10,23,6,5,5,0,0,1,2,3,2,0,0,22,4,2,3,0,0,1.35,1.79,70,22,48,39,0,0,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2e+05,1575000,250000,8,1,0,0,0,0,0,0,0,0,0,0,1,2,9,9,9,0,433,12911,825,30,2,43,0,39,0,4,0,8,0,31,0,0,0,0,0,0,0,0,0,0,0,2,1,26,13,4,0,10,7,0,2,1,0,4,0,5,8,1,0,1,0,1,2,1,1
G11000100001207,110010001207,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0001,2,207,,A,,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,77,77,0,0,22,46,46,46,0,0,46,46,0,41,36,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,11,6,11,8,6,6,6,12,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,5,4,5,7,1,4,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,6,1,5,2,3,6,4,0,50.6,47.1,57,0,2,58,17,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,15,20,4,0,0,10,20,0,3,3,22,20,3,3,14,10,5,0,0,11,8,20,0,2,3,2,0,1,1,0,0,0,0,0,2,1,0,1,0,6,5,0,0,0,5,1,0,0,6,14,1,4,7,1,1,11,1,10,0,1,8,0,0,0,0,46,29,17,44,2,0,0,0,,,0,0,0,,,0,0,0,1,1,0,0,,,,,,,,,0,0,0,0,0,1,0,4,10,6,25,5.6,266,197,69,0,0,0,19,23,4,0,0,0,9,18,2,0,0,0,10,5,2,0,0,0,1.67,1.67,77,51,26,46,0,0,29,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,3,3,19,200100,5725000,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,0,501,7550,0,15,0,46,0,46,0,0,0,29,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0
G11000100001208,110010001208,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0001,2,208,,A,,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,64,64,0,0,16,32,33,33,0,0,33,32,1,36,28,59,3,0,0,0,0,0,0,0,0,0,2,0,0,0,63,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,7,0,0,0,3,0,1,0,1,1,2,4,14,12,3,1,4,3,7,0,0,0,1,0,0,0,7,0,0,0,2,0,1,0,1,0,1,2,7,5,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,7,7,0,1,1,3,4,0,43.6,39.3,47.9,1,10,43,10,1,10,40,8,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13,11,1,0,3,6,11,3,4,4,16,11,16,2,9,7,3,0,0,7,6,11,1,4,2,1,0,7,4,0,0,0,0,1,10,5,0,3,0,4,3,1,0,0,2,0,0,0,4,7,1,2,6,0,2,6,2,3,0,3,4,0,0,1,0,32,18,14,30,1,0,1,0,18,,0,,0,12,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,16,5.4,191,89,96,0,0,6,13,11,4,3,1,0,9,6,1,2,0,0,4,5,3,1,1,0,1.77,2,64,32,32,32,0,0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,3,5,8,195000,3382500,0,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,6,3,501,4592,0,10,0,33,0,32,0,1,0,18,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,3,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0
G11000100001209,110010001209,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0001,2,209,,A,,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,49,49,0,0,10,27,27,27,0,0,27,27,0,18,31,44,3,0,0,0,0,2,0,0,0,0,0,0,0,0,47,0,1,0,1,2,1,1,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,4,4,7,12,3,4,0,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,2,3,0,0,0,1,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,3,3,4,7,1,1,0,2,3,1,0,37.1,41,34.4,5,2,36,6,4,2,32,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6,8,1,0,2,9,9,1,2,4,10,8,8,1,8,9,5,0,0,6,8,8,0,2,2,1,0,5,2,0,0,0,0,5,2,5,0,1,0,1,1,0,0,1,3,0,0,0,4,2,1,3,1,1,0,5,0,3,0,2,4,0,0,0,0,27,9,18,24,1,0,2,0,9,,0,,0,15,,0,,0,1,0,1,0,,,,,,,,,0,0,0,0,0,1,1,6,3,9,7,4.8,131,54,77,0,0,0,14,6,5,2,0,0,4,3,1,1,0,0,10,3,4,1,0,0,1.46,1.81,49,17,32,27,0,0,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,200100,1850000,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,8,1,383,7222,0,17,0,27,0,27,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G11000100001210,110010001210,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0001,2,210,,A,,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,58,58,0,0,7,31,35,35,0,0,35,31,4,23,35,54,1,1,0,0,0,0,0,1,0,1,0,0,0,0,55,2,0,0,1,3,3,0,0,0,0,0,1,0,0,2,1,0,0,0,2,1,0,0,2,5,7,6,10,4,2,3,0,7,2,3,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,1,3,6,0,1,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,4,6,3,4,4,1,1,0,5,1,2,37,37.5,36.3,1,5,40,12,1,4,37,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,0,3,4,15,7,1,7,4,7,5,7,3,7,17,12,0,0,5,10,5,1,1,2,7,0,4,0,0,2,0,0,1,3,3,0,0,2,2,1,1,0,1,7,0,0,0,7,2,3,7,2,1,0,10,0,8,0,2,11,0,2,1,1,31,15,16,31,0,0,0,0,15,0,0,0,0,16,0,0,0,0,2,2,0,0,,,,,,,,,0,0,0,0,0,1,4,5,4,4,17,5.4,174,99,61,0,4,10,15,10,3,2,0,1,7,4,2,1,0,1,8,6,1,1,0,0,1.55,1.87,58,31,27,31,0,0,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,182100,2475000,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,417,6625,650,16,2,35,0,31,0,4,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,6,0,1,14,1,1,13,2,0,0,0,10,2,2,0,0,1,0,0,0
G11000100001211,110010001211,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0001,2,211,,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G11000100001213,110010001213,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0001,2,213,,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
