GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLOCKA,AREANAME,CBD,CM5001,CM5002,CM6001,CM6002,CM6003,CM6004
"G11000100094113","1970","District Of Columbia","11","District Of Columbia","001","0094","113","Tract   94 Block 113","1",26,30,25,29,0,0
"G11000100094114","1970","District Of Columbia","11","District Of Columbia","001","0094","114","Tract   94 Block 114","1",40,44,40,44,0,0
"G11000100094115","1970","District Of Columbia","11","District Of Columbia","001","0094","115","Tract   94 Block 115","1",16,21,15,21,1,0
"G11000100094117","1970","District Of Columbia","11","District Of Columbia","001","0094","117","Tract   94 Block 117","1",23,23,22,21,0,0
"G11000100094201","1970","District Of Columbia","11","District Of Columbia","001","0094","201","Tract   94 Block 201","1",66,72,63,64,0,0
"G11000100094204","1970","District Of Columbia","11","District Of Columbia","001","0094","204","Tract   94 Block 204","1",15,22,15,21,0,0
"G11000100094205","1970","District Of Columbia","11","District Of Columbia","001","0094","205","Tract   94 Block 205","1",7,6,6,4,0,0
"G11000100094207","1970","District Of Columbia","11","District Of Columbia","001","0094","207","Tract   94 Block 207","1",17,73,17,73,0,0
"G11000100094208","1970","District Of Columbia","11","District Of Columbia","001","0094","208","Tract   94 Block 208","1",30,33,26,25,0,0
"G11000100094209","1970","District Of Columbia","11","District Of Columbia","001","0094","209","Tract   94 Block 209","1",20,27,16,21,1,0
"G11000100094211","1970","District Of Columbia","11","District Of Columbia","001","0094","211","Tract   94 Block 211","1",44,56,26,32,5,7
"G11000100094212","1970","District Of Columbia","11","District Of Columbia","001","0094","212","Tract   94 Block 212","1",42,36,31,31,0,0
"G11000100094213","1970","District Of Columbia","11","District Of Columbia","001","0094","213","Tract   94 Block 213","1",30,41,29,38,0,0
"G11000100094215","1970","District Of Columbia","11","District Of Columbia","001","0094","215","Tract   94 Block 215","1",46,42,40,39,0,0
"G11000100094301","1970","District Of Columbia","11","District Of Columbia","001","0094","301","Tract   94 Block 301","1",47,59,41,52,0,0
"G11000100094302","1970","District Of Columbia","11","District Of Columbia","001","0094","302","Tract   94 Block 302","1",49,47,46,45,0,0
"G11000100094303","1970","District Of Columbia","11","District Of Columbia","001","0094","303","Tract   94 Block 303","1",47,57,47,55,0,0
"G11000100094304","1970","District Of Columbia","11","District Of Columbia","001","0094","304","Tract   94 Block 304","1",55,55,47,42,0,0
"G11000100094306","1970","District Of Columbia","11","District Of Columbia","001","0094","306","Tract   94 Block 306","1",20,25,20,23,0,0
"G11000100094307","1970","District Of Columbia","11","District Of Columbia","001","0094","307","Tract   94 Block 307","1",12,13,8,8,0,0
"G11000100094308","1970","District Of Columbia","11","District Of Columbia","001","0094","308","Tract   94 Block 308","1",28,25,27,21,0,0
"G11000100094309","1970","District Of Columbia","11","District Of Columbia","001","0094","309","Tract   94 Block 309","1",45,46,42,42,0,0
"G11000100094310","1970","District Of Columbia","11","District Of Columbia","001","0094","310","Tract   94 Block 310","1",48,62,44,46,4,7
"G11000100094311","1970","District Of Columbia","11","District Of Columbia","001","0094","311","Tract   94 Block 311","1",56,57,54,54,0,0
"G11000100094312","1970","District Of Columbia","11","District Of Columbia","001","0094","312","Tract   94 Block 312","1",41,59,41,59,0,0
"G11000100094313","1970","District Of Columbia","11","District Of Columbia","001","0094","313","Tract   94 Block 313","1",41,52,37,45,0,0
"G11000100094314","1970","District Of Columbia","11","District Of Columbia","001","0094","314","Tract   94 Block 314","1",40,48,33,41,0,0
"G11000100094401","1970","District Of Columbia","11","District Of Columbia","001","0094","401","Tract   94 Block 401","1",11,9,9,7,0,0
"G11000100094402","1970","District Of Columbia","11","District Of Columbia","001","0094","402","Tract   94 Block 402","1",20,26,17,21,3,5
"G11000100094403","1970","District Of Columbia","11","District Of Columbia","001","0094","403","Tract   94 Block 403","1",36,41,35,39,0,0
"G11000100094404","1970","District Of Columbia","11","District Of Columbia","001","0094","404","Tract   94 Block 404","1",19,20,18,19,0,0
"G11000100094405","1970","District Of Columbia","11","District Of Columbia","001","0094","405","Tract   94 Block 405","1",14,19,14,17,0,0
"G11000100094406","1970","District Of Columbia","11","District Of Columbia","001","0094","406","Tract   94 Block 406","1",24,33,22,31,0,1
"G11000100094407","1970","District Of Columbia","11","District Of Columbia","001","0094","407","Tract   94 Block 407","1",48,56,40,51,3,1
"G11000100094408","1970","District Of Columbia","11","District Of Columbia","001","0094","408","Tract   94 Block 408","1",38,44,33,37,0,0
"G11000100094409","1970","District Of Columbia","11","District Of Columbia","001","0094","409","Tract   94 Block 409","1",33,42,33,42,0,0
"G11000100094410","1970","District Of Columbia","11","District Of Columbia","001","0094","410","Tract   94 Block 410","1",31,40,31,40,0,0
"G11000100094411","1970","District Of Columbia","11","District Of Columbia","001","0094","411","Tract   94 Block 411","1",23,25,18,22,0,0
"G11000100094412","1970","District Of Columbia","11","District Of Columbia","001","0094","412","Tract   94 Block 412","1",26,30,21,22,0,0
"G11000100094413","1970","District Of Columbia","11","District Of Columbia","001","0094","413","Tract   94 Block 413","1",39,57,37,53,0,0
"G11000100094415","1970","District Of Columbia","11","District Of Columbia","001","0094","415","Tract   94 Block 415","1",24,48,23,46,0,1
"G11000100094416","1970","District Of Columbia","11","District Of Columbia","001","0094","416","Tract   94 Block 416","1",52,49,50,47,0,0
"G11000100094417","1970","District Of Columbia","11","District Of Columbia","001","0094","417","Tract   94 Block 417","1",57,71,54,69,0,0
"G11000100094418","1970","District Of Columbia","11","District Of Columbia","001","0094","418","Tract   94 Block 418","1",13,20,12,18,0,0
"G11000100094501","1970","District Of Columbia","11","District Of Columbia","001","0094","501","Tract   94 Block 501","1",52,62,41,49,0,1
"G11000100094503","1970","District Of Columbia","11","District Of Columbia","001","0094","503","Tract   94 Block 503","1",41,48,38,46,0,0
"G11000100094505","1970","District Of Columbia","11","District Of Columbia","001","0094","505","Tract   94 Block 505","1",26,38,26,38,0,0
"G11000100094506","1970","District Of Columbia","11","District Of Columbia","001","0094","506","Tract   94 Block 506","1",10,21,9,20,0,0
"G11000100094507","1970","District Of Columbia","11","District Of Columbia","001","0094","507","Tract   94 Block 507","1",6,8,5,7,0,0
"G11000100094508","1970","District Of Columbia","11","District Of Columbia","001","0094","508","Tract   94 Block 508","1",173,202,170,196,0,0
"G11000100094601","1970","District Of Columbia","11","District Of Columbia","001","0094","601","Tract   94 Block 601","1",70,80,62,73,0,0
"G11000100094602","1970","District Of Columbia","11","District Of Columbia","001","0094","602","Tract   94 Block 602","1",48,46,48,43,0,0
"G11000100094603","1970","District Of Columbia","11","District Of Columbia","001","0094","603","Tract   94 Block 603","1",32,29,31,26,0,0
"G11000100094604","1970","District Of Columbia","11","District Of Columbia","001","0094","604","Tract   94 Block 604","1",68,66,59,56,0,0
"G11000100094606","1970","District Of Columbia","11","District Of Columbia","001","0094","606","Tract   94 Block 606","1",26,31,25,30,0,0
"G11000100094607","1970","District Of Columbia","11","District Of Columbia","001","0094","607","Tract   94 Block 607","1",53,47,51,45,0,0
"G11000100094608","1970","District Of Columbia","11","District Of Columbia","001","0094","608","Tract   94 Block 608","1",40,55,37,49,0,0
"G11000100094609","1970","District Of Columbia","11","District Of Columbia","001","0094","609","Tract   94 Block 609","1",67,110,65,105,0,0
"G11000100094610","1970","District Of Columbia","11","District Of Columbia","001","0094","610","Tract   94 Block 610","1",86,86,77,78,1,3
"G11000100094611","1970","District Of Columbia","11","District Of Columbia","001","0094","611","Tract   94 Block 611","1",129,179,123,171,0,1
"G11000100094612","1970","District Of Columbia","11","District Of Columbia","001","0094","612","Tract   94 Block 612","1",20,17,18,17,0,0
"G11000100094613","1970","District Of Columbia","11","District Of Columbia","001","0094","613","Tract   94 Block 613","1",23,32,20,25,0,0
"G1100010009501103","1970","District Of Columbia","11","District Of Columbia","001","009501","103","Tract   95.01 Block 103","1",48,65,48,65,0,0
"G1100010009501104","1970","District Of Columbia","11","District Of Columbia","001","009501","104","Tract   95.01 Block 104","1",33,44,30,40,0,0
"G1100010009501105","1970","District Of Columbia","11","District Of Columbia","001","009501","105","Tract   95.01 Block 105","1",407,494,386,467,1,9
"G1100010009501106","1970","District Of Columbia","11","District Of Columbia","001","009501","106","Tract   95.01 Block 106","1",159,171,145,153,5,4
"G1100010009501107","1970","District Of Columbia","11","District Of Columbia","001","009501","107","Tract   95.01 Block 107","1",340,349,308,338,0,1
"G1100010009501108","1970","District Of Columbia","11","District Of Columbia","001","009501","108","Tract   95.01 Block 108","1",18,26,16,25,2,1
"G1100010009501109","1970","District Of Columbia","11","District Of Columbia","001","009501","109","Tract   95.01 Block 109","1",88,99,80,94,0,0
"G1100010009501201","1970","District Of Columbia","11","District Of Columbia","001","009501","201","Tract   95.01 Block 201","1",134,306,7,61,0,5
"G1100010009501205","1970","District Of Columbia","11","District Of Columbia","001","009501","205","Tract   95.01 Block 205","1",112,12,3,0,0,0
"G1100010009501206","1970","District Of Columbia","11","District Of Columbia","001","009501","206","Tract   95.01 Block 206","1",154,16,0,0,0,0
"G1100010009501301","1970","District Of Columbia","11","District Of Columbia","001","009501","301","Tract   95.01 Block 301","1",20,27,17,22,2,3
"G1100010009501302","1970","District Of Columbia","11","District Of Columbia","001","009501","302","Tract   95.01 Block 302","1",38,54,30,36,2,0
"G1100010009501303","1970","District Of Columbia","11","District Of Columbia","001","009501","303","Tract   95.01 Block 303","1",64,68,52,50,0,0
"G1100010009501304","1970","District Of Columbia","11","District Of Columbia","001","009501","304","Tract   95.01 Block 304","1",11,3,1,0,0,0
"G1100010009501305","1970","District Of Columbia","11","District Of Columbia","001","009501","305","Tract   95.01 Block 305","1",53,64,49,56,0,0
"G1100010009501306","1970","District Of Columbia","11","District Of Columbia","001","009501","306","Tract   95.01 Block 306","1",41,49,37,41,1,1
"G1100010009501307","1970","District Of Columbia","11","District Of Columbia","001","009501","307","Tract   95.01 Block 307","1",28,36,21,28,0,0
"G1100010009501308","1970","District Of Columbia","11","District Of Columbia","001","009501","308","Tract   95.01 Block 308","1",38,56,29,41,1,2
"G1100010009501309","1970","District Of Columbia","11","District Of Columbia","001","009501","309","Tract   95.01 Block 309","1",45,51,42,49,1,1
"G1100010009501401","1970","District Of Columbia","11","District Of Columbia","001","009501","401","Tract   95.01 Block 401","1",73,88,64,74,0,0
"G1100010009501402","1970","District Of Columbia","11","District Of Columbia","001","009501","402","Tract   95.01 Block 402","1",20,28,20,23,0,0
"G1100010009501403","1970","District Of Columbia","11","District Of Columbia","001","009501","403","Tract   95.01 Block 403","1",119,133,115,128,0,0
"G1100010009501404","1970","District Of Columbia","11","District Of Columbia","001","009501","404","Tract   95.01 Block 404","1",58,60,39,56,0,0
"G1100010009501405","1970","District Of Columbia","11","District Of Columbia","001","009501","405","Tract   95.01 Block 405","1",42,40,39,39,0,0
"G1100010009501406","1970","District Of Columbia","11","District Of Columbia","001","009501","406","Tract   95.01 Block 406","1",3,3,2,0,0,0
"G1100010009501407","1970","District Of Columbia","11","District Of Columbia","001","009501","407","Tract   95.01 Block 407","1",82,101,80,93,1,1
"G1100010009502101","1970","District Of Columbia","11","District Of Columbia","001","009502","101","Tract   95.02 Block 101","1",142,180,127,162,1,1
"G1100010009502102","1970","District Of Columbia","11","District Of Columbia","001","009502","102","Tract   95.02 Block 102","1",144,139,130,119,0,0
"G1100010009502103","1970","District Of Columbia","11","District Of Columbia","001","009502","103","Tract   95.02 Block 103","1",88,98,81,91,0,0
"G1100010009502104","1970","District Of Columbia","11","District Of Columbia","001","009502","104","Tract   95.02 Block 104","1",105,115,86,99,1,1
"G1100010009502105","1970","District Of Columbia","11","District Of Columbia","001","009502","105","Tract   95.02 Block 105","1",108,132,108,132,0,0
"G1100010009502106","1970","District Of Columbia","11","District Of Columbia","001","009502","106","Tract   95.02 Block 106","1",28,30,28,29,0,0
"G1100010009502107","1970","District Of Columbia","11","District Of Columbia","001","009502","107","Tract   95.02 Block 107","1",141,130,123,125,1,4
"G1100010009502108","1970","District Of Columbia","11","District Of Columbia","001","009502","108","Tract   95.02 Block 108","1",108,198,88,89,0,0
"G1100010009502201","1970","District Of Columbia","11","District Of Columbia","001","009502","201","Tract   95.02 Block 201","1",53,58,51,58,0,0
