name,size,address,address_clean,number_and_street,City,State,zip,link,lat,lon,confidence,confidence_city_level,confidence_street_level,confidence_building_level,manually checked,manually edited
Navy Yard All-Affordable Development,127,"Tingey St SE & New Jersey Ave SE
 Washington, DC 20003","Tingey St SE & New Jersey Ave SE, Washington, DC 20003",Tingey St SE & New Jersey Ave SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/1182/Navy_Yard_AllAffordable_Development,38.87503802,-77.00396091,0.35721,1,0.35721,,1,1
1 K Street SW,352,"1 K Street SW
 Washington, DC 20024","1 K Street SW, Washington, DC 20024",1 K Street SW,Washington,District of Columbia,20024,https://dc.urbanturf.com/pipeline/1185/1_K_Street_SW,38.878492,-77.010805,1,1,1,1,,
3427 Wisconsin Avenue NW,23,"3427 Wisconsin Avenue NW
 Washington, DC 20016","3427 Wisconsin Avenue NW, Washington, DC 20016",3427 Wisconsin Avenue NW,Washington,District of Columbia,20016,https://dc.urbanturf.com/pipeline/1201/3427_Wisconsin_Avenue_NW,38.93588,-77.072752,1,1,1,1,,
Howard East Development,235,"2200 8th Street NW
 Washington, DC 20001","2200 8th Street NW, Washington, DC 20001",2200 8th Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/1105/Howard_East_Development,38.91928089,-77.02305729,1,1,1,1,,
Ore 82,227,"82 I Street SE
 Washington, DC 20003","82 I Street SE, Washington, DC 20003",82 I Street SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/295/Ore_82,38.8796305,-77.0054545,1,1,1,1,,
1350 Florida,30,"1350 Florida Avenue NW
 Washington, DC 20009","1350 Florida Avenue NW, Washington, DC 20009",1350 Florida Avenue NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/159/1350_Florida,38.9199936,-77.0316887,1,1,1,1,,
1221 Van,291,"1221 Van Street SE
 Washington, DC 20003","1221 Van Street SE, Washington, DC 20003",1221 Van Street SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/373/1221_Van,38.875036,-77.008396,1,1,1,1,,
Affinity at 2M,314,"2 M Street NE
 Washington, DC 20002","2 M Street NE, Washington, DC 20002",2 M Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/274/Affinity_at_2M,38.9060857,-77.00873437,1,1,1,1,,
Holm,38,"1550 11th Street NW
 Washington, DC 20001","1550 11th Street NW, Washington, DC 20001",1550 11th Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/306/Holm,38.91084021,-77.027145,1,1,1,1,,
2419 Ontario Road NW,9,"2419 Ontario Rd NW
 Washington, DC 20009","2419 Ontario Rd NW, Washington, DC 20009",2419 Ontario Rd NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/979/2419_Ontario_Road_NW,38.9220462,-77.0399791,1,1,1,1,,
Anthology,307,"625 H Street NE
 Washington, DC 20002","625 H Street NE, Washington, DC 20002",625 H Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/170/Anthology,38.9000559,-76.997083,1,1,1,1,,
2328 Georgia Avenue NW,440,"2328 Georgia Ave NW
 Washington, DC 20001","2328 Georgia Ave NW, Washington, DC 20001",2328 Georgia Ave NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/1002/2328_Georgia_Avenue_NW,38.92031214,-77.02207357,1,1,1,1,,
1445 Church Street,65,"1455-1457 Church Street NW
 Washington, DC 20005","1455-1457 Church Street NW, Washington, DC 20005",1455-1457 Church Street NW,Washington,District of Columbia,20005,https://dc.urbanturf.com/pipeline/1096/1445_Church_Street,38.91050565,-77.0337619,0.7,1,1,0.7,1,1
Reeves Center Redevelopment,322,"14th Street NW & U Street NW
 Washington, DC 20009","14th Street NW & U Street NW, Washington, DC 20009",14th Street NW & U Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/1156/Reeves_Center_Redevelopment,38.91724685,-77.03230608,0.567,1,0.567,,1,1
Temperance Mews at U Street Metro,117-143,"13th and U Streets NW
 Washington, DC 20009","13th and U Streets NW, Washington, DC 20009",13th and U Streets NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/1095/Temperance_Mews_at_U_Street_Metro,38.91719713,-77.02988361,0.6561,1,0.6561,,1,1
The Louis,267,"1920 14th Street NW
 Washington, DC 20009","1920 14th Street NW, Washington, DC 20009",1920 14th Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/103/The_Louis,38.9159561,-77.0321398,1,1,1,1,,
2001-2027 Martin Luther King Jr. Avenue,125,"2001-2027 Martin Luther King Jr. Avenue SE
 Washington, DC 20020","2001-2027 Martin Luther King Jr. Avenue SE, Washington, DC 20020",2001-2027 Martin Luther King Jr. Avenue SE,Washington,District of Columbia,20020,https://dc.urbanturf.com/pipeline/590/20012027_Martin_Luther_King_Jr_Avenue,38.86683151,-76.98912353,0.5,1,1,,1,1
The Hecht Warehouse at Ivy City,335,"1401 New York Avenue NE
 Washington, DC 20002","1401 New York Avenue NE, Washington, DC 20002",1401 New York Avenue NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/337/The_Hecht_Warehouse_at_Ivy_City,38.915601,-76.98400083,1,1,1,1,,
Gallery 64,492,"64 H Street SW
 Washington, DC 20024","64 H Street SW, Washington, DC 20024",64 H Street SW,Washington,District of Columbia,20024,https://dc.urbanturf.com/pipeline/1043/Gallery_64,38.8799439,-77.01091271,1,1,1,1,,
2200 P Street NW,34,"2200 P Street NW
 Washington, DC 20037","2200 P Street NW, Washington, DC 20037",2200 P Street NW,Washington,District of Columbia,20037,https://dc.urbanturf.com/pipeline/633/2200_P_Street_NW,38.909315,-77.049162,1,1,1,1,,
Kaye Stern Ward 8 Development,820,"4347 Martin Luther King, Jr. Avenue SW
 Washington, DC 20032","4347 Martin Luther King, Jr. Avenue SW, Washington, DC 20032",4347 Martin Luther King Jr. Avenue SW,Washington,District of Columbia,20032,https://dc.urbanturf.com/pipeline/1198/Kaye_Stern_Ward_8_Development,38.827173,-77.013712,1,1,1,1,,
EucKal,25,"1724 Kalorama Road NW
 Washington, DC 20009","1724 Kalorama Road NW, Washington, DC 20009",1724 Kalorama Road NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/424/EucKal,38.9207939,-77.0394546,1,1,1,1,,
1722-1724 Euclid Street,22,"1722-1724 Euclid Street
 Washington, DC 20009","1722-1724 Euclid Street, Washington, DC 20009",1722-1724 Euclid Street,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/1100/17221724_Euclid_Street,38.92292821,-77.03982827,0.81,1,0.9,0.81,1,1
Franklin & Reed Development,700,"2640 Reed Street NE
 Washington, DC 20018","2640 Reed Street NE, Washington, DC 20018",2640 Reed Street NE,Washington,District of Columbia,20018,https://dc.urbanturf.com/pipeline/974/Franklin__Reed_Development,38.92407995,-76.9942408,1,1,1,1,,
Fort Totten Square,350,"5601 3rd Street NE
 Washington, DC 20011","5601 3rd Street NE, Washington, DC 20011",5601 3rd Street NE,Washington,District of Columbia,20011,https://dc.urbanturf.com/pipeline/62/Fort_Totten_Square,38.956972,-77.002423,1,1,1,1,,
The Atrium Apartments,376,"4020 Minnesota Avenue NE
 Washington, DC 20019","4020 Minnesota Avenue NE, Washington, DC 20019",4020 Minnesota Avenue NE,Washington,District of Columbia,20019,https://dc.urbanturf.com/pipeline/399/The_Atrium_Apartments,38.8960244,-76.9487797,1,1,1,1,,
Elysium Fourteen,56,"1925 14th Street NW
 Washington, DC 20009","1925 14th Street NW, Washington, DC 20009",1925 14th Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/301/Elysium_Fourteen,38.91651795,-77.03157208,1,1,1,1,,
Bonsai,41,"1214-1216 Bladensburg Road NE
 Washington, DC 20002","1214-1216 Bladensburg Road NE, Washington, DC 20002",1214-1216 Bladensburg Road NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/929/Bonsai,38.90591343,-76.97942667,0.9,1,1,0.9,,
Reservation 13,1068,"19th Street SE & Massachusetts Avenue SE
 Washington, DC 20003","19th Street SE & Massachusetts Avenue SE, Washington, DC 20003",19th Street SE & Massachusetts Avenue SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/310/Reservation_13,38.88448049,-76.97735553,0.675,1,0.675,,1,1
2100 Martin Luther King Jr. Avenue SE,21,"2100 Martin Luther King Jr. Avenue SE
 Washington, DC 20020","2100 Martin Luther King Jr. Avenue SE, Washington, DC 20020",2100 Martin Luther King Jr. Avenue SE,Washington,District of Columbia,20020,https://dc.urbanturf.com/pipeline/577/2100_Martin_Luther_King_Jr_Avenue_SE,38.8652656,-76.98926031,1,1,1,1,,
Bethel Christian Redevelopment,38,"2220 Martin Luther King Jr Avenue SE
 Washington, DC 20020","2220 Martin Luther King Jr Avenue SE, Washington, DC 20020",2220 Martin Luther King Jr Avenue SE,Washington,District of Columbia,20020,https://dc.urbanturf.com/pipeline/1197/Bethel_Christian_Redevelopment,38.864104,-76.98986607,1,1,1,1,,
Fahrenheit,31,"3930 Georgia Avenue NW
 Washington, DC 20011","3930 Georgia Avenue NW, Washington, DC 20011",3930 Georgia Avenue NW,Washington,District of Columbia,20011,https://dc.urbanturf.com/pipeline/272/Fahrenheit,38.9394342,-77.0250907,1,1,1,1,,
1600 Pennsylvania Avenue SE,77,"1600 Pennsylvania Avenue SE
 Washington, DC 20003","1600 Pennsylvania Avenue SE, Washington, DC 20003",1600 Pennsylvania Avenue SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/267/1600_Pennsylvania_Avenue_SE,38.87922555,-76.98195012,1,1,1,1,,
Watkins Alley,44,"1309 E Street SE
 Washington, DC 20003","1309 E Street SE, Washington, DC 20003",1309 E Street SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/400/Watkins_Alley,38.882759,-76.98791522,1,1,1,1,,
Park Chelsea at The Collective,429,"880 New Jersey Avenue SE
 Washington, DC 20003","880 New Jersey Avenue SE, Washington, DC 20003",880 New Jersey Avenue SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/125/Park_Chelsea_at_The_Collective,38.8796049,-77.0050112,1,1,1,1,,
Tenley View,60,"4600 Wisconsin Avenue NW
 Washington, DC 20016","4600 Wisconsin Avenue NW, Washington, DC 20016",4600 Wisconsin Avenue NW,Washington,District of Columbia,20016,https://dc.urbanturf.com/pipeline/132/Tenley_View,38.9499469,-77.0808274,1,1,1,1,,
Define Glover,36,"2210 Wisconsin Avenue NW
 Washington, DC 20007","2210 Wisconsin Avenue NW, Washington, DC 20007",2210 Wisconsin Avenue NW,Washington,District of Columbia,20007,https://dc.urbanturf.com/pipeline/1028/Define_Glover,38.91933092,-77.07087824,1,1,1,1,,
Maple View Flats,114,"2252 Martin Luther King Jr. Avenue SE
 Washington, DC 20020","2252 Martin Luther King Jr. Avenue SE, Washington, DC 20020",2252 Martin Luther King Jr. Avenue SE,Washington,District of Columbia,20020,https://dc.urbanturf.com/pipeline/576/Maple_View_Flats,38.863324,-76.991024,1,1,1,1,,
Cathedral Commons,145,"3401 Idaho Avenue NW
 Washington, DC 20016","3401 Idaho Avenue NW, Washington, DC 20016",3401 Idaho Avenue NW,Washington,District of Columbia,20016,https://dc.urbanturf.com/pipeline/87/Cathedral_Commons,38.935148,-77.073798,1,1,1,1,,
2001 Rhode Island Avenue NE,50,"2001 Rhode Island Avenue NE
 Washington, DC 20018","2001 Rhode Island Avenue NE, Washington, DC 20018",2001 Rhode Island Avenue NE,Washington,District of Columbia,20018,https://dc.urbanturf.com/pipeline/1194/2001_Rhode_Island_Avenue_NE,38.92889025,-76.9758451,1,1,1,1,,
1100 6th Street NW,75,"1100 6th Street NW
 Washington, DC 20001","1100 6th Street NW, Washington, DC 20001",1100 6th Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/1192/1100_6th_Street_NW,38.90432615,-77.02022577,1,1,1,1,,
1400 9th Street NW,7,"1400 9th Street NW
 Washington, DC 20001","1400 9th Street NW, Washington, DC 20001",1400 9th Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/960/1400_9th_Street_NW,38.90880005,-77.02417619,1,1,1,1,,
City Ridge,687,"3939 Wisconsin Avenue NW
 Washington, DC 20016","3939 Wisconsin Avenue NW, Washington, DC 20016",3939 Wisconsin Avenue NW,Washington,District of Columbia,20016,https://dc.urbanturf.com/pipeline/651/City_Ridge,38.940928,-77.075369,1,1,1,1,,
Upton Place,689,"4000 Wisconsin Avenue NW
 Washington, DC 20015","4000 Wisconsin Avenue NW, Washington, DC 20015",4000 Wisconsin Avenue NW,Washington,District of Columbia,20015,https://dc.urbanturf.com/pipeline/696/Upton_Place,38.94171,-77.077253,1,1,1,1,,
850 South Capitol,520,"850 South Capitol Street SE
 Washington, DC 20003","850 South Capitol Street SE, Washington, DC 20003",850 South Capitol Street SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/1184/850_South_Capitol,38.879553,-77.0092435,1,1,1,1,,
2220 11th Street,60,"2220 11th Street NW
 Washington, DC 20001","2220 11th Street NW, Washington, DC 20001",2220 11th Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/956/2220_11th_Street,38.919914,-77.027345,1,1,1,1,,
The Drake,218,"1355 17th Street NW
 Washington, DC 20036","1355 17th Street NW, Washington, DC 20036",1355 17th Street NW,Washington,District of Columbia,20036,https://dc.urbanturf.com/pipeline/133/The_Drake,38.90761028,-77.03860158,1,1,1,1,,
Flats 130 at Constitution Square,203,"130 M Street NE
 Washington, DC 20002","130 M Street NE, Washington, DC 20002",130 M Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/101/Flats_130_at_Constitution_Square,38.90595,-77.00517,1,1,1,1,,
Aria,60,"300 L Street NE
 Washington, DC 20002","300 L Street NE, Washington, DC 20002",300 L Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/120/Aria,38.903811,-77.001884,1,1,1,1,,
77H,303,"77 H Street NW
 Washington, DC 20001","77 H Street NW, Washington, DC 20001",77 H Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/113/77H,38.90078815,-77.01158907,1,1,1,1,,
Camden NoMa,730,"61 Pierce Street NE
 Washington, DC 20002","61 Pierce Street NE, Washington, DC 20002",61 Pierce Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/129/Camden_NoMa,38.9046052,-77.00715532,1,1,1,1,,
Avalon First and M,469,"1160 1st Street NE
 Washington, DC 20002","1160 1st Street NE, Washington, DC 20002",1160 1st Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/128/Avalon_First_and_M,38.9048494,-77.0067067,1,1,1,1,,
Jefferson MarketPlace,281,"1550 7th Street NW
 Washington, DC 20001","1550 7th Street NW, Washington, DC 20001",1550 7th Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/198/Jefferson_MarketPlace,38.9109586,-77.0221303,1,1,1,1,,
Coda on H,112,"315 H Street NE
 Washington, DC 20002","315 H Street NE, Washington, DC 20002",315 H Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/402/Coda_on_H,38.899978,-77.001265,1,1,1,1,,
Lydian + Lyric,558,"400 K Street NW
 Washington, DC 20001","400 K Street NW, Washington, DC 20001",400 K Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/701/Lydian__Lyric,38.9023172,-77.0166022,1,1,1,1,,
Madison House,55,"1772 Church Street NW
 Washington, DC 20036","1772 Church Street NW, Washington, DC 20036",1772 Church Street NW,Washington,District of Columbia,20036,https://dc.urbanturf.com/pipeline/417/Madison_House,38.91030551,-77.0407509,1,1,1,1,,
The Swift,220,"3828 Georgia Avenue NW
 Washington, DC 20011","3828 Georgia Avenue NW, Washington, DC 20011",3828 Georgia Avenue NW,Washington,District of Columbia,20011,https://dc.urbanturf.com/pipeline/119/The_Swift,38.938323,-77.025152,1,1,1,1,,
The Harper,144,"1919 14th Street NW
 Washington, DC 20009","1919 14th Street NW, Washington, DC 20009",1919 14th Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/145/The_Harper,38.916176,-77.0316152,1,1,1,1,,
Station House,377,"701 2nd Street NE
 Washington, DC 20002","701 2nd Street NE, Washington, DC 20002",701 2nd Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/263/Station_House,38.89980475,-77.0030583,1,1,1,1,,
The Bentley,53,"1328 14th Street NW
 Washington, DC 20005","1328 14th Street NW, Washington, DC 20005",1328 14th Street NW,Washington,District of Columbia,20005,https://dc.urbanturf.com/pipeline/158/The_Bentley,38.90824915,-77.03234581,1,1,1,1,,
Bailey Park,16,"625 Rhode Island Avenue NW
 Washington, DC 20001","625 Rhode Island Avenue NW, Washington, DC 20001",625 Rhode Island Avenue NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/25/Bailey_Park,38.91313745,-77.02097666,1,1,1,1,,
The Shaw,69,"618 T Street NW
 Washington, DC 20001","618 T Street NW, Washington, DC 20001",618 T Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/454/The_Shaw,38.91528,-77.020661,1,1,1,1,,
Insignia on M,324,"1111 New Jersey Ave SE
 Washington, DC 20003","1111 New Jersey Ave SE, Washington, DC 20003",1111 New Jersey Ave SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/560/Insignia_on_M,38.87730645,-77.00457827,1,1,1,1,,
Off Twelfth Condominiums,24,"919 12th Street NE
 Washington, DC 20002","919 12th Street NE, Washington, DC 20002",919 12th Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/1052/Off_Twelfth_Condominiums,38.90160924,-76.99013782,1,1,1,1,,
The Citadel,39,"1631 Kalorama Road NW
 Washington, DC 20009","1631 Kalorama Road NW, Washington, DC 20009",1631 Kalorama Road NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/265/The_Citadel,38.9218478,-77.0383963,1,1,1,1,,
The Collection at R Street,21,"424 R Street NW
 Washington, DC 20001","424 R Street NW, Washington, DC 20001",424 R Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/1088/The_Collection_at_R_Street,38.91252294,-77.01755382,1,1,1,1,,
Kite House,109,"1000 Butternut Street NW
 Washington, DC 20012","1000 Butternut Street NW, Washington, DC 20012",1000 Butternut Street NW,Washington,District of Columbia,20012,https://dc.urbanturf.com/pipeline/954/Kite_House,38.973532,-77.027043,1,1,1,1,,
The Gale Eckington,603,"151 Q Street NE
 Washington, DC 20002","151 Q Street NE, Washington, DC 20002",151 Q Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/187/The_Gale_Eckington,38.91088755,-77.00416826,1,1,1,1,,
The Wren,433,"965 Florida Avenue NW
 Washington, DC 20001","965 Florida Avenue NW, Washington, DC 20001",965 Florida Avenue NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/476/The_Wren,38.9195254,-77.02443686,1,1,1,1,,
The Silva,172,"2800 16th Street NW
 Washington, DC 20009","2800 16th Street NW, Washington, DC 20009",2800 16th Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/502/The_Silva,38.925479,-77.037052,1,1,1,1,,
AdMo Heights,120,"1777 Columbia Road NW
 Washington, DC 20009","1777 Columbia Road NW, Washington, DC 20009",1777 Columbia Road NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/678/AdMo_Heights,38.92346215,-77.04219895,1,1,1,1,,
AVA H Street,140,"318 I Street NE
 Washington, DC 20002","318 I Street NE, Washington, DC 20002",318 I Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/67/AVA_H_Street,38.90169795,-77.00082081,1,1,1,1,,
Madrona Apartments,56,"2213 14th Street NW
 Washington, DC 20009","2213 14th Street NW, Washington, DC 20009",2213 14th Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/612/Madrona_Apartments,38.91938539,-77.03184314,1,1,1,1,,
Brookland Grove,60,"436 Holmwood Drive NE
 Washington, DC 20017","436 Holmwood Drive NE, Washington, DC 20017",436 Holmwood Drive NE,Washington,District of Columbia,20017,https://dc.urbanturf.com/pipeline/982/Brookland_Grove,38.928499,-76.999691,1,1,1,1,,
Collection14,233,"1400 W Street NW
 Washington, DC 20009","1400 W Street NW, Washington, DC 20009",1400 W Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/779/Collection14,38.919041,-77.0322087,1,1,1,1,,
The Apollo,430,"600 H Street NE
 Washington, DC 20002","600 H Street NE, Washington, DC 20002",600 H Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/242/The_Apollo,38.900391,-76.9972548,1,1,1,1,,
The Edison,187,"1240 4th Street NE
 Washington, DC 20002","1240 4th Street NE, Washington, DC 20002",1240 4th Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/318/The_Edison,38.907077,-77.00065,1,1,1,1,,
1800 Hamlin Street NE,70,"1800 Hamlin St NE
 Washington, DC 20018","1800 Hamlin St NE, Washington, DC 20018",1800 Hamlin St NE,Washington,District of Columbia,20018,https://dc.urbanturf.com/pipeline/1165/1800_Hamlin_Street_NE,38.9284864,-76.97895979,1,1,1,1,,
Blackbird,167,"1401 Pennsylvania Avenue SE
 Washington, DC 20003","1401 Pennsylvania Avenue SE, Washington, DC 20003",1401 Pennsylvania Avenue SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/449/Blackbird,38.87981629,-76.98376058,1,1,1,1,,
The Baldwin,33,"1300 H Street NE
 Washington, DC 20002","1300 H Street NE, Washington, DC 20002",1300 H Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/440/The_Baldwin,38.90048515,-76.98805141,1,1,1,1,,
Cielo,425,"300 M Street NE
 Washington, DC 20002","300 M Street NE, Washington, DC 20002",300 M Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/385/Cielo,38.90608945,-77.00174529,1,1,1,1,,
Dorchester House,117,"2480 16th Street NW
 Washington, DC 20009","2480 16th Street NW, Washington, DC 20009",2480 16th Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/239/Dorchester_House,38.922855,-77.036594,1,1,1,1,,
32thirty-two Apartments,69,"3232 Georgia Avenue NW
 Washington, DC 20010","3232 Georgia Avenue NW, Washington, DC 20010",3232 Georgia Avenue NW,Washington,District of Columbia,20010,https://dc.urbanturf.com/pipeline/215/32thirtytwo_Apartments,38.930822,-77.023778,1,1,1,1,,
The Kelvin,310,"1250 Half Street SE
 Washington, DC 20003","1250 Half Street SE, Washington, DC 20003",1250 Half Street SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/787/The_Kelvin,38.8748339,-77.0072681,1,1,1,1,,
5333 Connecticut,263,"5333 Connecticut Avenue NW
 Washington, DC 20015","5333 Connecticut Avenue NW, Washington, DC 20015",5333 Connecticut Avenue NW,Washington,District of Columbia,20015,https://dc.urbanturf.com/pipeline/346/5333_Connecticut,38.9606403,-77.07254164,1,1,1,1,,
Portner Flats,96,"1440 V Street NW
 Washington, DC 20009","1440 V Street NW, Washington, DC 20009",1440 V Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/345/Portner_Flats,38.9178846,-77.0333758,1,1,1,1,,
Motif,30,"5508 7th Street NW
 Washington, DC 20011","5508 7th Street NW, Washington, DC 20011",5508 7th Street NW,Washington,District of Columbia,20011,https://dc.urbanturf.com/pipeline/870/Motif,38.956826,-77.022577,1,1,1,1,,
The Mission Apartments,51,"1350 R Street NW
 Washington, DC 20009","1350 R Street NW, Washington, DC 20009",1350 R Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/247/The_Mission_Apartments,38.9124133,-77.0314797,1,1,1,1,,
The Channel,501,"950 Maine Avenue SW
 Washington, DC 20024","950 Maine Avenue SW, Washington, DC 20024",950 Maine Avenue SW,Washington,District of Columbia,20024,https://dc.urbanturf.com/pipeline/549/The_Channel,38.87890333,-77.02319777,1,1,1,1,,
i5 Union Market,318,"320 Florida Avenue NE
 Washington, DC 20002","320 Florida Avenue NE, Washington, DC 20002",320 Florida Avenue NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/403/i5_Union_Market,38.9079014,-77.00151431,1,1,1,1,,
100K,222,"100 K Street NE
 Washington, DC 20002","100 K Street NE, Washington, DC 20002",100 K Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/739/100K,38.90281755,-77.00531815,1,1,1,1,,
The Banks,173,"900 7th Street SW
 Washington, DC 20024","900 7th Street SW, Washington, DC 20024",900 7th Street SW,Washington,District of Columbia,20024,https://dc.urbanturf.com/pipeline/430/The_Banks,38.879147,-77.021903,1,1,1,1,,
Monroe Street Market,156,"625 Monroe Street NE
 Washington, DC 20017","625 Monroe Street NE, Washington, DC 20017",625 Monroe Street NE,Washington,District of Columbia,20017,https://dc.urbanturf.com/pipeline/126/Monroe_Street_Market,38.9318392,-76.9965046,1,1,1,1,,
Beckert's Park,325,"1350 E Street SE
 Washington, DC 20003","1350 E Street SE, Washington, DC 20003",1350 E Street SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/634/Beckerts_Park,38.88292032,-76.986551,1,1,1,1,,
Liz,78,"1357 R Street NW
 Washington, DC 20009","1357 R Street NW, Washington, DC 20009",1357 R Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/521/Liz,38.91308575,-77.03148541,1,1,1,1,,
Capitol Vista,164,"810 New Jersey Avenue NW
 Washington, DC 20001","810 New Jersey Avenue NW, Washington, DC 20001",810 New Jersey Avenue NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/683/Capitol_Vista,38.9006491,-77.01342623,1,1,1,1,,
House of Ruth Development,40,"1815-1819 Minnesota Avenue SE
 Washington, DC 20020","1815-1819 Minnesota Avenue SE, Washington, DC 20020",1815-1819 Minnesota Avenue SE,Washington,District of Columbia,20020,https://dc.urbanturf.com/pipeline/1162/House_of_Ruth_Development,38.86968431,-76.97801906,0.7,1,1,0.7,1,1
West Half,465,"1201 Half Street SE
 Washington, DC 20003","1201 Half Street SE, Washington, DC 20003",1201 Half Street SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/528/West_Half,38.8754631,-77.0076304,1,1,1,1,,
RESA,326,"22 M Street NE
 Washington, DC 20002","22 M Street NE, Washington, DC 20002",22 M Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/645/RESA,38.90607115,-77.00789722,1,1,1,1,,
ProFish Redevelopment,123,"1900 Fenwick Street NE
 Washington, DC 20002","1900 Fenwick Street NE, Washington, DC 20002",1900 Fenwick Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/1158/ProFish_Redevelopment,38.91421375,-76.98475295,1,1,1,1,,
Gallaudet Redevelopment,1769,"Florida Avenue NE & 6th Street NE
 Washington, DC 20002","Florida Avenue NE & 6th Street NE, Washington, DC 20002",Florida Avenue NE & 6th Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/486/Gallaudet_Redevelopment,38.90634602,-76.99808182,0.6666666667,1,0.6666666667,,1,1
Boathouse,250,"2601 Virginia Avenue NW
 Washington, DC 20037","2601 Virginia Avenue NW, Washington, DC 20037",2601 Virginia Avenue NW,Washington,District of Columbia,20037,https://dc.urbanturf.com/pipeline/596/Boathouse,38.8996379,-77.05502503,1,1,1,1,,
